PLATFORM,ARGOS_ID,DATE (YYYY/MM/DD HH:MI:SS),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,PARAMETER,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,65.1,18.212,38.918,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,67,18.044,38.918,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,69,17.917,38.941,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,71.1,17.831,38.956,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,73.3,17.627,38.943,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,75.4,17.595,38.949,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,77.5,17.538,38.958,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,79.6,17.522,38.978,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,81.7,17.473,38.993,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
6903270,777923,2019/09/13 20:58:30,32.4806,33.8593,83.5,17.371,38.99,00111111,PRES,PRES,Primary sampling: averaged [10 sec sampling, 25 dbar average from 700 dbar to 700 dbar; 10 sec sampling, 10 dbar average from 700 dbar to 100 dbar; 10 sec sampling, 2 dbar average from 100 dbar to 2.8 dbar],1
