Site,Age (Ma),Genus,d18O,d13C
1090,22.0279,CIBS,2.49,0.97
588,22.0289,,1.91,1.19
926/929,22.0301,,1.95,0.95
926/929,22.0332,,1.84,0.97
1090,22.0333,CIBS,2.45,1.43
926/929,22.0360,,1.90,1.07
926/929,22.0389,,1.71,1.06
926/929,22.0418,,1.98,1.16
1090,22.0441,CIBS,2.34,0.58
704,22.0443,CIB,2.29,0.75
926/929,22.0446,,1.81,1.08
926/929,22.0469,,1.93,1.22
926/929,22.0509,,1.87,1.31
926/929,22.0532,,1.92,1.19
926/929,22.0561,,1.94,1.09
1090,22.0581,CIBS,2.50,1.38
926/929,22.0590,,1.85,1.09
608,22.0595,CIB,1.78,0.52
926/929,22.0618,,1.85,1.22
926/929,22.0647,,1.72,0.98
926/929,22.0676,,1.50,1.05
926/929,22.0704,,1.73,1.12
1218,22.0720,Cibicidoides spp.,2.44,1.23
1090,22.0932,CIBS,2.32,0.46
926/929,22.0934,,1.88,1.23
926/929,22.0963,,1.54,1.06
926/929,22.0991,,1.36,0.81
926/929,22.1020,,1.53,0.92
926/929,22.1055,,1.58,1.00
1090,22.1092,CIBS,2.17,0.61
926/929,22.1097,,1.56,1.02
926/929,22.1131,,1.67,1.05
926/929,22.1181,,1.66,0.99
1090,22.1217,CIBS,2.25,0.47
1218,22.1220,Cibicidoides spp.,2.27,1.10
926/929,22.1223,,1.46,1.00
926/929,22.1259,,1.54,1.28
1090,22.1274,CIBS,2.34,1.30
926/929,22.1299,,1.61,1.06
1090,22.132,CIBS,2.22,0.53
926/929,22.1336,,2.08,1.10
926/929,22.1373,,2.02,1.16
1090,22.1402,CIBS,1.98,0.81
926/929,22.1409,,1.97,1.18
1090,22.144,CIBS,2.48,1.31
926/929,22.1446,,1.87,0.93
926/929,22.1482,,2.10,1.07
1090,22.1485,CIBS,1.93,1.04
1090,22.1515,CIBS,2.08,1.12
926/929,22.1517,,2.23,1.28
926/929,22.1541,,2.13,1.24
926/929,22.1587,,1.90,1.38
926/929,22.1622,,2.06,1.30
926/929,22.1657,,2.09,1.45
926/929,22.1685,,2.05,1.43
926/929,22.1727,,2.11,1.24
926/929,22.1762,,2.17,1.36
926/929,22.1797,,2.16,1.34
926/929,22.1832,,2.15,1.33
926/929,22.1867,,2.02,1.28
926/929,22.1902,,2.06,1.21
926/929,22.1937,,2.09,1.23
926/929,22.1972,,2.08,1.26
926/929,22.2006,,2.04,1.37
926/929,22.2041,,1.77,1.38
926/929,22.2076,,1.73,1.33
1090,22.2077,CIBS,2.22,1.10
926/929,22.2110,,1.80,1.27
926/929,22.2145,,1.81,1.48
1090,22.2152,CIBS,2.53,1.34
926/929,22.2180,,1.94,1.37
926/929,22.2207,,1.95,1.38
1090,22.2227,CIBS,2.53,1.95
926/929,22.2246,,2.11,1.36
1090,22.2264,CIBS,2.62,1.28
926/929,22.2278,,2.07,1.15
926/929,22.2314,,2.21,1.21
926/929,22.2342,,2.18,1.26
926/929,22.2374,,2.07,1.20
926/929,22.2409,,2.09,1.28
1090,22.2422,CIBS,2.71,1.63
1090,22.2444,CIBS,2.64,1.78
926/929,22.2477,,2.09,1.36
1090,22.2489,CIBS,2.70,1.51
1218,22.2510,Cibicidoides spp.,1.52,0.62
926/929,22.2511,,1.93,1.44
1090,22.2527,CIBS,2.30,1.41
1218,22.2530,Cibicidoides spp.,1.76,0.52
926/929,22.2546,,2.01,1.39
1090,22.2572,CIBS,2.71,1.67
926/929,22.2580,,2.15,1.41
1090,22.2594,CIBS,2.56,1.29
1218,22.2600,Cibicidoides spp.,1.67,0.66
926/929,22.2614,,1.99,1.24
704,22.2630,CIB,1.94,0.66
1090,22.2639,CIBS,2.80,1.36
926/929,22.2649,,2.25,1.35
1218,22.2650,Cibicidoides spp.,1.95,0.65
1090,22.2676,CIBS,2.61,1.14
926/929,22.2683,,2.23,1.25
1218,22.2700,Cibicidoides spp.,1.86,0.70
1090,22.2714,CIBS,2.56,1.51
926/929,22.2717,,2.04,1.16
1218,22.2750,Cibicidoides spp.,1.76,1.03
926/929,22.2751,,2.13,1.14
1090,22.2751,CIBS,2.34,1.40
926/929,22.2784,,2.00,1.24
1090,22.2789,CIBS,2.67,1.59
1218,22.2800,Cibicidoides spp.,1.75,0.50
926/929,22.2818,,2.09,1.33
1090,22.2819,CIBS,2.55,1.35
1218,22.2850,Cibicidoides spp.,1.79,0.65
926/929,22.2851,,1.71,1.26
1090,22.2864,CIBS,2.39,1.48
926/929,22.2883,,1.89,1.37
1218,22.2900,Cibicidoides spp.,1.33,0.29
1090,22.2901,CIBS,2.35,1.29
926/929,22.2914,,1.95,1.46
608,22.2935,CIB,1.70,0.99
1090,22.2939,CIBS,2.75,1.52
1218,22.2940,Cibicidoides spp.,1.98,0.93
926/929,22.2945,,1.98,1.45
926/929,22.2975,,1.98,1.45
1090,22.2976,CIBS,2.65,1.04
1218,22.2990,Cibicidoides spp.,1.76,0.77
926/929,22.3006,,2.02,1.27
1090,22.3014,CIBS,2.72,1.30
1218,22.3020,Cibicidoides spp.,1.47,0.74
926/929,22.3037,,2.09,1.21
1218,22.3040,Cibicidoides spp.,1.75,0.83
1090,22.3051,CIBS,2.22,1.04
926/929,22.3068,,2.10,1.11
1090,22.3089,CIBS,2.42,0.75
1218,22.3090,Cibicidoides spp.,2.42,0.21
926/929,22.3099,,2.12,1.11
1090,22.3126,CIBS,2.69,1.35
926/929,22.3129,,2.24,1.29
1218,22.3140,Cibicidoides spp.,1.26,0.34
926/929,22.3159,,2.15,1.23
1090,22.3164,CIBS,2.54,1.57
926/929,22.3183,,2.01,1.45
1218,22.3190,Cibicidoides spp.,1.67,0.48
1090,22.3194,CIBS,2.40,1.36
926/929,22.3219,,1.81,1.35
1090,22.3239,CIBS,2.41,1.11
1218,22.3240,Cibicidoides spp.,2.20,0.78
1090,22.3276,CIBS,2.04,0.92
926/929,22.3279,,1.83,1.42
926/929,22.3309,,1.79,1.36
1218,22.3330,Cibicidoides spp.,1.16,0.36
1090,22.3338,CIBS,2.57,1.06
926/929,22.3339,,1.98,1.34
747,22.3341,CIB,2.06,0.81
926/929,22.3369,,1.93,1.08
1218,22.3380,Cibicidoides spp.,2.74,0.66
926/929,22.3399,,1.99,1.23
1090,22.34,CIBS,2.54,1.63
926/929,22.3429,,2.05,1.05
1218,22.3430,Cibicidoides spp.,2.34,1.30
1090,22.3462,CIBS,2.78,1.20
926/929,22.3464,,2.16,1.01
1218,22.3480,Cibicidoides spp.,2.22,0.83
926/929,22.3504,,2.14,1.03
1218,22.3510,Cibicidoides spp.,1.92,1.36
1218,22.3510,Cibicidoides spp.,1.92,1.36
77,22.3518,CIB,2.38,1.13
1090,22.3524,CIBS,2.58,1.45
1218,22.3530,Cibicidoides spp.,1.70,0.81
926/929,22.3544,,1.93,1.19
1218,22.3580,Cibicidoides spp.,1.82,0.64
926/929,22.3584,,1.80,1.09
1090,22.3586,CIBS,2.72,0.99
926/929,22.3616,,1.43,1.35
1218,22.3630,Cibicidoides spp.,1.93,1.02
1090,22.3648,CIBS,2.53,1.11
926/929,22.3664,,1.71,1.28
1218,22.3670,Cibicidoides spp.,1.88,1.12
926/929,22.3696,,1.65,1.30
1090,22.3709,CIBS,2.53,1.21
1218,22.3720,Cibicidoides spp.,1.80,1.00
926/929,22.3744,,1.63,1.06
1090,22.3759,CIBS,2.06,1.30
1218,22.3770,Cibicidoides spp.,1.98,1.02
926/929,22.3780,,1.50,1.04
1090,22.3799,CIBS,2.50,1.38
1218,22.3820,Cibicidoides spp.,2.19,1.11
926/929,22.3824,,1.60,0.90
1090,22.3848,CIBS,2.10,1.31
926/929,22.3864,,1.62,0.99
1090,22.3888,CIBS,2.18,1.42
1218,22.3890,Cibicidoides spp.,1.97,0.67
926/929,22.3904,,1.83,1.02
1090,22.392,CIBS,2.07,1.07
1218,22.3920,Cibicidoides spp.,1.97,0.49
926/929,22.3944,,1.53,0.98
1090,22.396,CIBS,2.32,1.11
1218,22.3970,Cibicidoides spp.,1.99,0.88
926/929,22.3984,,1.91,1.14
1218,22.4000,Cibicidoides spp.,1.87,0.63
1218,22.4020,Cibicidoides spp.,1.61,0.71
926/929,22.4024,,1.74,1.16
1090,22.4041,CIBS,2.60,1.07
1218,22.4060,Cibicidoides spp.,1.89,0.61
926/929,22.4064,,1.60,1.22
1090,22.4081,CIBS,2.51,1.45
926/929,22.4100,,1.71,1.25
1218,22.4110,Cibicidoides spp.,1.97,0.90
1090,22.4122,CIBS,2.14,1.13
926/929,22.4144,,1.91,1.37
1218,22.4160,Cibicidoides spp.,1.75,0.81
1090,22.417,CIBS,1.88,1.18
926/929,22.4183,,1.84,1.21
926/929,22.4183,,1.76,1.43
1090,22.4198,CIBS,2.25,1.25
1218,22.4210,Cibicidoides spp.,2.10,1.00
926/929,22.4221,,1.77,1.22
1090,22.4255,CIBS,2.51,1.18
926/929,22.4258,,1.93,1.15
1218,22.4260,Cibicidoides spp.,2.09,0.33
1090,22.4283,CIBS,2.37,1.34
926/929,22.4296,,2.05,1.01
926/929,22.4296,,1.53,1.04
1218,22.4300,Cibicidoides spp.,2.14,1.04
704,22.4310,CIB,2.04,0.67
1090,22.4311,CIBS,2.37,1.28
926/929,22.4333,,2.06,1.26
1090,22.4339,CIBS,2.42,1.30
1218,22.4360,Cibicidoides spp.,1.92,0.81
1090,22.4367,CIBS,2.68,1.26
926/929,22.4371,,2.02,1.31
1090,22.4395,CIBS,2.56,1.41
1218,22.4400,Cibicidoides spp.,1.74,0.85
926/929,22.4410,,1.96,1.42
926/929,22.4448,,2.03,1.49
1218,22.4450,Cibicidoides spp.,1.47,0.65
1090,22.4452,CIBS,2.69,1.16
1090,22.448,CIBS,2.70,1.42
1218,22.4480,Cibicidoides spp.,,0.93
926/929,22.4486,,1.88,1.41
1218,22.4500,Cibicidoides spp.,2.53,1.56
1090,22.4508,CIBS,2.25,1.18
926/929,22.4524,,1.92,1.33
1090,22.4536,CIBS,2.53,1.49
1218,22.4550,Cibicidoides spp.,1.65,1.04
926/929,22.4562,,2.03,1.34
1090,22.4565,CIBS,2.44,1.42
1090,22.4593,CIBS,2.59,1.32
926/929,22.4596,,2.02,1.22
1218,22.4600,Cibicidoides spp.,1.91,0.88
1090,22.4621,CIBS,2.52,1.46
926/929,22.4638,,2.01,1.25
1218,22.4640,Cibicidoides spp.,1.67,0.86
1090,22.4649,CIBS,2.79,1.18
926/929,22.4676,,2.12,1.09
1090,22.4677,CIBS,2.31,1.55
1218,22.4680,Cibicidoides spp.,1.89,0.69
1090,22.4706,CIBS,2.81,1.36
1218,22.4710,Cibicidoides spp.,1.94,0.88
926/929,22.4714,,2.28,1.13
1090,22.4734,CIBS,2.43,0.98
926/929,22.4742,,2.09,1.09
1218,22.4750,Cibicidoides spp.,1.95,1.12
1090,22.4762,CIBS,2.56,1.24
926/929,22.4770,,1.76,1.22
1218,22.4790,Cibicidoides spp.,1.61,0.87
926/929,22.4798,,1.85,1.30
1090,22.4818,CIBS,2.51,1.30
926/929,22.4826,,1.97,1.15
1218,22.4830,Cibicidoides spp.,2.16,1.22
1090,22.4846,CIBS,2.14,1.30
926/929,22.4854,,1.88,1.28
1218,22.4870,Cibicidoides spp.,1.63,0.93
1090,22.4875,CIBS,2.01,1.07
926/929,22.4882,,1.71,1.34
1218,22.4890,Cibicidoides spp.,1.95,1.10
1090,22.4903,CIBS,1.88,1.23
1218,22.4910,Cibicidoides spp.,1.87,1.28
926/929,22.4916,,1.63,1.26
1090,22.4931,CIBS,1.72,0.88
926/929,22.4938,,1.55,1.03
1218,22.4960,Cibicidoides spp.,2.35,1.22
926/929,22.4966,,1.41,1.24
1090,22.497,CIBS,2.13,1.24
926/929,22.5002,,1.88,1.14
1090,22.5009,CIBS,2.57,1.25
1218,22.5020,Cibicidoides spp.,1.79,1.19
926/929,22.5032,,1.79,1.13
1090,22.5048,CIBS,2.30,1.04
926/929,22.5078,,1.87,1.26
1090,22.5087,CIBS,2.39,1.35
1218,22.5090,Cibicidoides spp.,1.94,1.15
926/929,22.5108,,1.69,1.06
1090,22.5125,CIBS,2.07,1.32
926/929,22.5146,,1.64,1.18
1218,22.5150,Cibicidoides spp.,1.95,1.50
1090,22.5164,CIBS,2.26,1.04
926/929,22.5177,,1.79,1.32
1090,22.5203,CIBS,2.25,1.53
1218,22.5220,Cibicidoides spp.,1.74,1.23
926/929,22.5234,,1.64,1.46
1090,22.5242,CIBS,2.53,1.64
747,22.5277,CIB,2.02,0.79
1090,22.5281,CIBS,2.25,1.65
926/929,22.5284,,1.62,1.47
1218,22.5290,Cibicidoides spp.,2.16,1.38
1090,22.532,CIBS,2.04,1.14
926/929,22.5334,,1.71,1.29
1090,22.5348,CIBS,2.73,1.43
1218,22.5350,Cibicidoides spp.,1.84,1.34
1090,22.5377,CIBS,2.73,1.05
926/929,22.5384,,2.04,1.40
1090,22.5405,CIBS,2.80,1.19
1218,22.5420,Cibicidoides spp.,2.02,1.14
1090,22.5434,CIBS,2.88,1.38
926/929,22.5434,,2.31,1.39
1090,22.5462,CIBS,2.78,0.99
926/929,22.5469,,2.19,1.38
1218,22.5480,Cibicidoides spp.,1.89,1.37
1090,22.549,CIBS,2.27,1.26
1090,22.5519,CIBS,2.90,1.05
1218,22.5520,Cibicidoides spp.,1.96,1.13
926/929,22.5522,,1.97,1.40
1090,22.5547,CIBS,3.00,1.22
926/929,22.5559,,2.18,1.37
1090,22.5572,CIBS,2.81,1.05
926/929,22.5596,,2.28,1.29
1090,22.5597,CIBS,2.78,1.13
1218,22.5620,Cibicidoides spp.,2.07,1.23
1090,22.5622,CIBS,2.73,1.44
926/929,22.5626,,2.26,1.23
77,22.5628,CIB,1.71,1.04
1090,22.5647,CIBS,2.68,1.46
747,22.5666,CIB,1.93,0.73
926/929,22.5671,,2.22,1.48
1090,22.5672,CIBS,2.61,1.38
1090,22.5698,CIBS,2.72,1.47
926/929,22.5708,,2.09,1.38
1090,22.5723,CIBS,2.68,1.46
926/929,22.5746,,1.92,1.52
1090,22.5748,CIBS,2.87,1.46
1218,22.5750,Cibicidoides spp.,1.78,0.95
1090,22.5773,CIBS,2.53,1.41
926/929,22.5774,,2.02,1.38
926/929,22.5794,,1.99,1.49
1090,22.5798,CIBS,2.66,1.28
1218,22.5810,Cibicidoides spp.,1.90,1.20
926/929,22.5814,,2.03,1.33
1090,22.5823,CIBS,2.58,1.21
926/929,22.5834,,2.05,1.38
1090,22.5848,CIBS,2.54,1.14
926/929,22.5854,,2.09,1.28
747,22.5860,CIB,2.22,0.83
1090,22.5873,CIBS,2.57,1.02
926/929,22.5874,,2.06,1.10
1090,22.5893,CIBS,2.55,1.07
926/929,22.5894,,1.92,1.01
926/929,22.5908,,1.98,1.10
1090,22.5918,CIBS,2.34,1.01
926/929,22.5930,,2.06,1.09
1090,22.5944,CIBS,2.53,1.18
1090,22.5969,CIBS,2.74,1.22
926/929,22.5974,,1.94,0.96
1090,22.5994,CIBS,2.65,1.31
588,22.6000,,1.75,1.36
926/929,22.6014,,1.94,1.32
1090,22.6019,CIBS,2.59,1.32
1090,22.6049,CIBS,2.76,1.40
926/929,22.6054,,1.78,1.25
1090,22.6074,CIBS,2.23,1.29
1090,22.61,CIBS,2.28,1.35
926/929,22.6106,,1.70,1.27
608,22.6109,CIB,1.83,0.71
1218,22.6120,Cibicidoides spp.,1.85,1.11
1090,22.6126,CIBS,2.25,1.14
926/929,22.6134,,1.78,1.04
1090,22.6152,CIBS,2.36,1.09
1218,22.6160,Cibicidoides spp.,2.06,1.33
1090,22.6173,CIBS,2.32,1.00
926/929,22.6178,,1.88,1.29
926/929,22.6212,,1.94,1.19
1090,22.623,CIBS,2.35,1.12
747,22.6238,CIB,2.27,1.19
926/929,22.6250,,1.95,1.22
1218,22.6250,Cibicidoides spp.,2.47,1.41
1090,22.6256,CIBS,2.65,1.28
1090,22.6277,CIBS,2.45,1.36
926/929,22.6288,,1.95,1.07
1090,22.6303,CIBS,2.53,1.40
754,22.6306,CIB,1.93,1.68
926/929,22.6325,,1.82,1.07
1090,22.6335,CIBS,2.50,1.25
1090,22.6361,CIBS,2.51,1.02
926/929,22.6364,,1.86,1.07
1218,22.6370,Cibicidoides spp.,1.98,1.15
1090,22.6387,CIBS,2.21,0.92
926/929,22.6404,,1.68,1.28
1090,22.6413,CIBS,2.72,1.22
1090,22.6434,CIBS,2.23,1.19
926/929,22.6452,,1.74,1.24
1090,22.6465,CIBS,2.66,1.17
563,22.6467,CIB,2.20,1.51
926/929,22.6484,,1.71,1.30
1218,22.6490,Cibicidoides spp.,2.19,1.29
1090,22.6491,CIBS,2.14,1.27
926/929,22.6524,,1.66,1.27
1090,22.6526,CIBS,2.24,1.21
1090,22.6561,CIBS,2.27,1.20
926/929,22.6564,,1.86,1.22
1090,22.6596,CIBS,2.38,1.18
926/929,22.6604,,1.93,1.13
1218,22.6610,Cibicidoides spp.,2.21,1.33
1090,22.6631,CIBS,2.20,1.40
926/929,22.6644,,1.92,1.12
1090,22.6666,CIBS,2.52,1.17
926/929,22.6684,,1.98,1.11
1090,22.6701,CIBS,2.31,1.21
926/929,22.6725,,1.85,1.10
1218,22.6730,Cibicidoides spp.,2.31,1.35
1090,22.6737,CIBS,2.49,1.19
747,22.6750,CIB,2.27,1.38
1090,22.6765,CIBS,2.47,1.01
926/929,22.6766,,1.85,1.14
1218,22.6770,Cibicidoides spp.,1.97,0.92
926/929,22.6807,,1.69,1.16
1090,22.6807,CIBS,2.71,0.92
1090,22.6835,CIBS,2.56,1.61
926/929,22.6848,,1.62,1.09
1218,22.6850,Cibicidoides spp.,2.31,1.25
1090,22.6877,CIBS,2.70,1.14
926/929,22.6889,,1.74,1.09
1090,22.6905,CIBS,2.37,1.16
926/929,22.6930,,1.72,1.26
553,22.6944,CIB,1.90,0.77
926/929,22.6971,,1.75,1.15
1218,22.6980,Cibicidoides spp.,2.34,1.48
1090,22.6982,CIBS,2.12,1.14
1090,22.7009,CIBS,2.20,1.24
926/929,22.7012,,1.85,0.87
1090,22.7035,CIBS,2.31,1.25
926/929,22.7053,,1.91,0.80
1090,22.7062,CIBS,2.38,0.92
1090,22.7083,CIBS,2.55,1.11
926/929,22.7094,,2.15,0.95
1218,22.7100,Cibicidoides spp.,2.06,1.44
1090,22.7115,CIBS,2.41,1.06
926/929,22.7134,,2.20,0.83
1090,22.7141,CIBS,2.29,0.72
926/929,22.7164,,2.00,1.31
1090,22.7168,CIBS,2.52,0.80
1090,22.7194,CIBS,2.42,1.06
1218,22.7220,Cibicidoides spp.,2.42,1.17
1090,22.7221,CIBS,2.47,0.80
926/929,22.7223,,1.91,1.27
1090,22.7247,CIBS,2.34,1.26
1090,22.7274,CIBS,2.31,1.08
926/929,22.7282,,1.85,1.23
1090,22.73,CIBS,2.34,1.12
1090,22.7327,CIBS,2.36,0.87
926/929,22.7342,,2.02,1.03
1090,22.7348,CIBS,2.12,1.07
1090,22.7386,CIBS,2.57,1.33
926/929,22.7401,,2.17,1.27
1090,22.7418,CIBS,2.52,1.32
608,22.7421,CIB,1.98,0.74
1090,22.7449,CIBS,2.58,0.65
926/929,22.7460,,2.31,1.04
747,22.7476,CIB,2.38,1.19
1090,22.7481,CIBS,2.56,0.93
1090,22.7513,CIBS,2.53,0.96
1090,22.7545,CIBS,2.46,1.09
926/929,22.7545,,1.95,1.02
1090,22.7576,CIBS,2.83,1.14
1218,22.7590,Cibicidoides spp.,2.05,1.24
926/929,22.7596,,1.93,1.19
1090,22.7608,CIBS,2.62,1.02
1090,22.764,CIBS,2.77,1.14
1090,22.7665,CIBS,2.59,1.17
926/929,22.7669,,1.84,1.04
1090,22.7697,CIBS,2.65,1.20
1218,22.7720,Cibicidoides spp.,2.15,1.20
1090,22.7731,CIBS,2.62,1.06
926/929,22.7742,,1.97,1.00
1090,22.7753,CIBS,2.32,1.16
1090,22.7771,CIBS,2.20,1.01
1090,22.7793,CIBS,2.10,0.93
1090,22.782,CIBS,2.34,1.07
926/929,22.7822,,1.95,1.07
1090,22.7842,CIBS,2.17,0.83
1218,22.7860,Cibicidoides spp.,1.86,1.23
1090,22.7865,CIBS,2.28,0.73
926/929,22.7881,,1.93,1.01
1090,22.7887,CIBS,2.27,0.79
1090,22.7905,CIBS,2.36,1.04
926/929,22.7926,,1.90,0.95
1090,22.7927,CIBS,2.16,0.57
1090,22.7954,CIBS,2.59,1.32
1090,22.7976,CIBS,2.25,1.11
1218,22.7990,Cibicidoides spp.,2.16,1.16
926/929,22.7995,,1.71,1.09
1090,22.7998,CIBS,2.39,1.18
1090,22.802,CIBS,2.36,1.22
1090,22.8043,CIBS,2.38,1.33
926/929,22.8058,,1.87,1.11
1090,22.8065,CIBS,2.49,1.04
1090,22.8087,CIBS,2.52,1.04
926/929,22.8098,,1.77,1.12
1218,22.8100,Cibicidoides spp.,2.09,1.41
1090,22.8132,CIBS,2.26,0.58
553,22.8137,CIB,1.77,0.88
1090,22.8154,CIBS,2.16,0.75
926/929,22.8167,,2.14,1.29
1218,22.8190,Cibicidoides spp.,2.11,0.86
1090,22.8218,CIBS,2.36,1.26
926/929,22.8224,,2.22,1.20
1218,22.8280,Cibicidoides spp.,1.78,1.20
926/929,22.8281,,2.35,1.29
1090,22.8282,CIBS,2.83,0.77
926/929,22.8344,,2.20,1.38
1090,22.8346,CIBS,2.45,1.15
1218,22.8370,Cibicidoides spp.,1.92,1.28
926/929,22.8396,,1.77,1.32
1090,22.841,CIBS,2.65,1.29
926/929,22.8453,,1.86,1.41
1218,22.8460,Cibicidoides spp.,1.67,0.93
1090,22.8475,CIBS,2.30,1.13
926/929,22.8510,,1.92,1.18
1218,22.8530,Cibicidoides spp.,1.75,1.48
1090,22.8539,CIBS,2.57,1.35
1218,22.8560,Cibicidoides spp.,2.43,1.59
926/929,22.8568,,1.78,0.98
1218,22.8570,Cibicidoides spp.,2.38,1.40
1090,22.8603,CIBS,2.55,1.20
1218,22.8620,Cibicidoides spp.,1.85,0.94
926/929,22.8625,,1.72,0.94
1218,22.8640,Cibicidoides spp.,2.27,1.30
1090,22.8667,CIBS,2.25,1.01
1218,22.8670,Cibicidoides spp.,2.38,1.65
1090,22.8684,CIBS,2.58,1.18
1218,22.8700,Cibicidoides spp.,2.58,1.51
1090,22.8705,CIBS,2.52,1.06
1218,22.8710,Cibicidoides spp.,2.36,1.57
1090,22.8731,CIBS,2.71,1.05
1090,22.8752,CIBS,2.57,1.11
1218,22.8760,Cibicidoides spp.,2.46,1.52
1090,22.8769,CIBS,2.49,1.04
1218,22.8780,Cibicidoides spp.,2.32,1.46
1090,22.879,CIBS,2.41,0.85
1218,22.8800,Cibicidoides spp.,2.35,1.34
1090,22.8815,CIBS,2.35,0.79
1090,22.8837,CIBS,2.37,0.84
1218,22.8850,Cibicidoides spp.,2.46,1.50
1090,22.8858,CIBS,2.30,0.64
926/929,22.8863,,1.35,1.13
1090,22.8879,CIBS,2.34,1.13
1090,22.8896,CIBS,2.20,1.13
1218,22.8900,Cibicidoides spp.,2.50,1.28
926/929,22.8904,,1.52,1.19
1090,22.8917,CIBS,2.29,1.37
1218,22.8940,Cibicidoides spp.,2.20,1.39
1090,22.8943,CIBS,2.41,1.10
926/929,22.8945,,1.63,1.24
1090,22.8968,CIBS,2.00,1.30
926/929,22.8986,,1.74,1.33
1218,22.8990,Cibicidoides spp.,2.67,0.75
1090,22.9006,CIBS,1.89,0.97
926/929,22.9027,,1.80,1.34
1090,22.9027,CIBS,2.07,1.35
1218,22.9030,Cibicidoides spp.,2.45,1.37
926/929,22.9035,,1.82,1.14
1090,22.9044,CIBS,2.36,1.53
926/929,22.9076,,1.85,1.15
1218,22.9080,Cibicidoides spp.,2.40,1.44
1090,22.9082,CIBS,2.47,1.25
563,22.9091,CIB,2.35,1.41
1090,22.9116,CIBS,2.42,1.12
926/929,22.9117,,1.85,1.01
1090,22.9138,CIBS,2.75,1.47
1090,22.918,CIBS,3.08,1.03
926/929,22.9198,,2.01,1.22
926/929,22.9237,,2.16,1.25
1218,22.9240,Cibicidoides spp.,2.44,1.23
1090,22.9244,CIBS,2.69,1.54
926/929,22.9276,,2.12,1.39
1090,22.9276,CIBS,2.70,1.66
1090,22.9308,CIBS,2.45,1.06
926/929,22.9315,,2.00,1.33
608,22.9329,CIB,2.05,1.42
1090,22.934,CIBS,2.92,1.17
926/929,22.9354,,2.07,1.41
1090,22.9372,CIBS,2.53,1.19
926/929,22.9393,,2.03,1.44
1090,22.9403,CIBS,2.67,1.48
1090,22.9435,CIBS,2.89,1.50
1090,22.9467,CIBS,2.95,1.58
926/929,22.9471,,2.15,1.51
1090,22.9499,CIBS,2.96,1.54
926/929,22.9509,,2.12,1.35
1090,22.9531,CIBS,2.79,1.48
926/929,22.9548,,2.24,1.45
1090,22.9563,CIBS,2.90,1.50
553,22.9568,CIB,1.83,0.76
926/929,22.9587,,2.00,1.44
1090,22.9595,CIBS,2.86,1.60
926/929,22.9626,,2.03,1.44
1090,22.9627,CIBS,2.81,1.24
1090,22.9659,CIBS,2.56,1.33
926/929,22.9665,,1.97,1.49
1218,22.9680,Cibicidoides spp.,2.39,1.28
558,22.9687,CIB,1.97,1.50
1090,22.9691,CIBS,2.61,1.49
1218,22.9700,Cibicidoides spp.,2.33,1.24
926/929,22.9704,,1.94,1.47
1090,22.9723,CIBS,2.61,1.50
926/929,22.9730,,1.92,1.39
1090,22.9755,CIBS,2.53,1.41
1218,22.9770,Cibicidoides spp.,1.31,1.12
926/929,22.9778,,1.87,1.39
1090,22.9787,CIBS,2.60,1.53
926/929,22.9815,,2.07,1.30
1090,22.985,CIBS,2.83,1.30
926/929,22.9852,,2.03,1.21
588,22.9854,,2.01,1.52
1218,22.9860,Cibicidoides spp.,2.54,0.32
1090,22.9882,CIBS,2.57,1.53
926/929,22.9890,,2.22,1.33
1090,22.9914,CIBS,2.74,1.47
926/929,22.9925,,2.35,1.24
926/929,22.9930,,2.64,1.48
1090,22.9946,CIBS,2.72,1.38
1218,22.9950,Cibicidoides spp.,2.30,1.19
1090,22.9978,CIBS,2.67,1.25
926/929,22.9984,,2.54,1.54
1090,23.001,CIBS,2.63,1.34
926/929,23.0039,,2.45,1.54
1090,23.0042,CIBS,2.58,1.13
1218,23.0050,Cibicidoides spp.,2.37,1.48
1090,23.0074,CIBS,2.56,1.47
1218,23.0090,Cibicidoides spp.,2.29,1.37
926/929,23.0093,,2.49,1.61
1090,23.0106,CIBS,2.49,1.43
1090,23.0138,CIBS,2.35,1.00
1218,23.0140,Cibicidoides spp.,2.10,1.34
926/929,23.0147,,2.40,1.36
1218,23.0160,Cibicidoides spp.,2.23,1.24
1218,23.0180,Cibicidoides spp.,2.31,1.24
926/929,23.0202,,2.42,1.53
1218,23.0230,Cibicidoides spp.,2.24,1.45
1090,23.0234,CIBS,2.47,0.91
926/929,23.0256,,2.78,1.47
1090,23.0265,CIBS,2.74,1.39
1218,23.0280,Cibicidoides spp.,2.24,1.57
1090,23.0297,CIBS,2.94,1.33
926/929,23.0310,,2.80,1.24
588,23.0312,,2.15,1.75
1218,23.0320,Cibicidoides spp.,2.13,1.43
1090,23.0329,CIBS,2.90,1.33
926/929,23.0365,,2.61,1.54
1218,23.0370,Cibicidoides spp.,2.38,1.57
1090,23.0394,CIBS,3.24,1.35
1218,23.0410,Cibicidoides spp.,1.98,1.41
926/929,23.0419,,2.18,1.54
1218,23.0460,Cibicidoides spp.,1.71,1.45
1090,23.0461,CIBS,2.44,0.78
926/929,23.0474,,2.12,1.30
1090,23.0495,CIBS,3.03,1.50
926/929,23.0528,,2.35,1.38
1090,23.0528,CIBS,2.85,1.26
1218,23.0550,Cibicidoides spp.,2.10,1.24
1090,23.0561,CIBS,2.61,1.25
