borocode	precinct	year	month	lon	lat	street1	street2	collisions	persons_involved	collisions_with_injuries	motorists_injured	passengers_injured	cyclists_injured	pedestr_injured	total_injured	motorists_killed	passengers_killed	cyclists_killed	pedestr_killed	total_killed	ambulance	bicycle	bus	fire_truck	large_com_veh_6_or_more_tires	livery_vehicle	motorcycle	other	passenger_vehicle	pedicab	pick_up_truck	scooter	small_com_veh_4_tires	sport_utility_station_wagon	taxi_vehicle	unknown	van	aggressive_driving_road_rage	alcohol_involvement	backing_unsafely	cell_phone_hand_held	driver_inattention_distraction	driver_inexperience	drugs_illegal	eating_or_drinking	err_confusn_ped_bike_other_ped	failure_to_keep_right	failure_to_yield_right_of_way	fatigued_drowsy	fell_asleep	following_too_closely	illness	listening_using_headphones	lost_consciousness	other_electronic_device	other_uninvolved_vehicle	outside_car_distraction	passenger_distraction	passing_or_lane_usage	physical_disability	prescription_medication	texting	traffic_control_disregarded	turning_improperly	unsafe_lane_changing	unsafe_speed	vehicle_vandalism
3	70	2011	9	-73.951163	40.623865	AVENUE K	BEDFORD AVENUE	3	7	1	0	0	1	0	1	0	0	0	0	0		1							5					1														1																			
3	70	2011	9	-73.957143	40.623209	AVENUE K	EAST 19 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	70	2011	9	-73.961007	40.650081	CHURCH AVENUE	OCEAN AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1							3																																						
3	70	2011	9	-73.955635	40.644145	CORTELYOU ROAD	EAST 23 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1														1												1												
3	70	2011	9	-73.961308	40.634908	EAST 17 STREET	FOSTER AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1																																													
3	71	2011	9	-73.945046	40.668616	BROOKLYN AVENUE	UNION STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	71	2011	9	-73.957902	40.670853	EASTERN PARKWAY	FRANKLIN AVENUE	3	9	2	1	3	1	0	5	0	0	0	0	0		1							5														1																								
3	71	2011	9	-73.950975	40.663906	EMPIRE BOULEVARD	NOSTRAND AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																			1																			
3	71	2011	9	-73.934056	40.667166	PRESIDENT STREET	SCHENECTADY AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1														1																			
3	72	2011	9	-73.995109	40.663263	20 STREET	4 AVENUE	5	11	2	1	0	1	0	2	0	0	0	0	0		1							9		1																																				
3	72	2011	9	-74.004746	40.643566	48 STREET	7 AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	72	2011	9	-74.012648	40.642866	5 AVENUE	54 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							3																																						
3	72	2011	9	-74.015562	40.640066	5 AVENUE	59 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	73	2011	9	-73.917222	40.66451	BLAKE AVENUE	LEGION STREET	4	11	2	0	2	1	0	3	0	0	0	0	0																		1																											1		
3	73	2011	9	-73.911665	40.682445	CHAUNCEY STREET	ROCKAWAY AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	73	2011	9	-73.903813	40.661713	CHRISTOPHER AVENUE	RIVERDALE AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	73	2011	9	-73.906999	40.670241	PITKIN AVENUE	STONE AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1							3																																						
3	75	2011	9	-73.87837	40.679673	ATLANTIC AVENUE	MILFORD STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	75	2011	9	-73.896853	40.675736	ATLANTIC AVENUE	PENNSYLVANIA AVENUE	8	17	1	0	0	1	0	1	0	0	0	0	0																																															
3	75	2011	9	-73.879568	40.672985	BELMONT AVENUE	BERRIMAN STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	75	2011	9	-73.880065	40.667507	ESSEX STREET	NEW LOTS AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	75	2011	9	-73.871302	40.672858	EUCLID AVENUE	SUTTER AVENUE	2	4	2	0	0	1	1	2	0	0	0	0	0		1							2																																						
3	75	2011	9	-73.871711	40.666569	FOUNTAIN AVENUE	LORING AVENUE	2	6	2	0	2	1	0	3	0	0	0	0	0		1							2		1																																				
3	75	2011	9	-73.879127	40.681675	FULTON STREET	NORWOOD AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0																																															
3	75	2011	9	-73.871742	40.686291	HEMLOCK STREET	KIELY PLACE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	75	2011	9	-73.890654	40.681373	JAMAICA AVENUE	SCHENCK AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	76	2011	9	-73.991761	40.684812	BALTIC STREET	SMITH STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1														1																								
3	76	2011	9	-74.009921	40.675298	DWIGHT STREET	WOLCOTT STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1											1																											
3	76	2011	9	-74.004431	40.673701	HENRY STREET	LORRAINE STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1									1																																				
3	77	2011	9	-73.964422	40.681121	ATLANTIC AVENUE	UNDERHILL AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	77	2011	9	-73.967508	40.681687	ATLANTIC AVENUE	VANDERBILT AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1														1							1																								
3	77	2011	9	-73.935998	40.676121	DEAN STREET	TROY AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	77	2011	9	-73.973508	40.678639	FLATBUSH AVENUE	PROSPECT PLACE	2	4	1	0	0	1	0	1	0	0	0	0	0		1							2					1																																	
3	78	2011	9	-73.987301	40.667975	11 STREET	5 AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1								1																								
3	78	2011	9	-73.986763	40.672792	4 AVENUE	5 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							2					1																																	
3	78	2011	9	-73.98429	40.671592	5 AVENUE	5 STREET	2	3	1	0	0	1	0	1	0	0	0	0	0		1							1					1									1												1												
3	78	2011	9	-73.981326	40.675146	5 AVENUE	CARROLL STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							1						1																												1				
3	78	2011	9	-73.976597	40.68212	5 AVENUE	DEAN STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							2								1						1								1														1		
3	78	2011	9	-73.978678	40.679046	5 AVENUE	STERLING PLACE	2	5	2	1	1	1	0	3	0	0	0	0	0		1							2						1																												1				
3	79	2011	9	-73.941368	40.678092	ATLANTIC AVENUE	KINGSTON AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0		1							4					1																																	
3	79	2011	9	-73.956142	40.694578	BEDFORD AVENUE	MYRTLE AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0																																															
3	79	2011	9	-73.943972	40.680089	BROOKLYN AVENUE	FULTON STREET	3	6	3	0	0	1	2	3	0	0	0	0	0		1							3											1			1																								
3	79	2011	9	-73.958839	40.683018	CLASSON AVENUE	PUTNAM AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	79	2011	9	-73.954466	40.691017	DEKALB AVENUE	SPENCER COURT	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	79	2011	9	-73.956074	40.69909	FLUSHING AVENUE	SPENCER STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							3																																						
3	79	2011	9	-73.956113	40.683333	FRANKLIN AVENUE	PUTNAM AVENUE	2	5	1	0	0	1	0	1	0	0	0	0	0		1							3							1																															
3	79	2011	9	-73.949557	40.68039	FULTON STREET	NOSTRAND AVENUE	3	6	2	0	0	1	1	2	0	0	0	0	0		1							4																																						
3	79	2011	9	-73.941151	40.69854	MARCUS GARVEY BOULEVARD	PARK AVENUE	3	5	1	0	0	1	0	1	0	0	0	0	0		2							3				1										1																								
3	81	2011	9	-73.92207	40.68949	BROADWAY	GATES AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																		1				
3	81	2011	9	-73.935224	40.696986	BROADWAY	MYRTLE AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0																												1																			
3	81	2011	9	-73.939971	40.692683	DEKALB AVENUE	MARCUS GARVEY BOULEVARD	2	4	2	1	0	1	0	2	0	0	0	0	0		1												2			1						1																								
3	81	2011	9	-73.923397	40.686346	JEFFERSON AVENUE	RALPH AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																		1				
3	81	2011	9	-73.933686	40.691158	STUYVESANT AVENUE	VAN BUREN STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	83	2011	9	-73.910886	40.685368	BUSHWICK AVENUE	DECATUR STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1						2	1																																						
3	83	2011	9	-73.936979	40.701911	BUSHWICK AVENUE	FLUSHING AVENUE	4	11	2	0	2	1	0	3	0	0	0	0	0		1					1		7																																						
3	83	2011	9	-73.931841	40.697078	BUSHWICK AVENUE	WILLOUGHBY AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	83	2011	9	-73.925352	40.698081	DE KALB AVENUE	MYRTLE AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	83	2011	9	-73.914699	40.689837	EVERGREEN AVENUE	JEFFERSON AVENUE	2	3	1	0	0	1	0	1	0	0	0	0	0		1						1	1																																						
3	83	2011	9	-73.918366	40.698806	KNICKERBOCKER AVENUE	MYRTLE AVENUE	3	6	2	0	0	1	1	2	0	0	0	0	0																																															
3	84	2011	9	-73.98266	40.686087	ATLANTIC AVENUE	NEVINS STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																																															
3	84	2011	9	-73.986118	40.685026	BERGEN STREET	BOND STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																				1																											
3	84	2011	9	-73.986815	40.699935	JAY STREET	SANDS STREET	7	14	1	0	0	1	0	1	0	0	0	0	0																							5																						2		
3	88	2011	9	-73.978388	40.684423	4 AVENUE	ATLANTIC AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1														1																															
3	88	2011	9	-73.983405	40.693647	4 AVENUE	FLATBUSH AVENUE EXTENSION	2	4	1	0	0	1	0	1	0	0	0	0	0		1							3																												1										
3	88	2011	9	-73.962611	40.682588	CAMBRIDGE PLACE	FULTON STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	88	2011	9	-73.963071	40.684779	CAMBRIDGE PLACE	GATES AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	88	2011	9	-73.969105	40.689469	DE KALB AVENUE	VANDERBILT AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	88	2011	9	-73.967961	40.683726	FULTON STREET	VANDERBILT AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0		1							5																										1												
3	88	2011	9	-73.962547	40.68709	GRAND AVENUE	GREENE AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																										1												
3	88	2011	9	-73.970364	40.695812	PARK AVENUE	VANDERBILT AVENUE	3	6	2	1	0	1	0	2	0	0	0	0	0		1							4					1									1																								
3	88	2011	9	-73.969522	40.691563	VANDERBILT AVENUE	WILLOUGHBY AVENUE	3	7	3	1	1	1	0	3	0	0	0	0	0		1					1		3							1							1																				1				
3	90	2011	9	-73.943226	40.701519	BROADWAY	DEBEVOISE STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1																																													
3	90	2011	9	-73.940688	40.711962	BUSHWICK AVENUE	GRAND STREET	2	4	2	0	0	1	1	2	0	0	0	0	0		1																																													
3	90	2011	9	-73.961899	40.698189	CLASSON AVENUE	FLUSHING AVENUE	2	4	2	1	0	1	0	2	0	0	0	0	0		1							2							1																															
3	90	2011	9	-73.959939	40.707406	DIVISION AVENUE	HAVEMEYER STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1							2								1																						1								
3	90	2011	9	-73.938364	40.701544	FLUSHING AVENUE	GARDEN STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	90	2011	9	-73.943321	40.708071	GRAHAM AVENUE	MESEROLE STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1														1																															
3	90	2011	9	-73.945595	40.711481	GRAND STREET	MANHATTAN AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1																																													
3	90	2011	9	-73.958003	40.710863	HAVEMEYER STREET	SOUTH 3 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							1																			1																			
3	90	2011	9	-73.94103	40.704636	HUMBOLDT STREET	SEIGEL STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
3	90	2011	9	-73.968415	40.707754	KENT AVENUE	SOUTH 11 STREET	2	6	2	0	1	1	0	2	0	0	0	0	0		1												1																																	
3	90	2011	9	-73.95934	40.705195	LEE AVENUE	WILLIAMSBURG STREET WEST	2	4	1	0	0	1	0	1	0	0	0	0	0		1							1							1																															
3	90	2011	9	-73.931508	40.704958	MORGAN AVENUE	THAMES STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	94	2011	9	-73.959511	40.716172	BEDFORD AVENUE	NORTH 4 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
3	94	2011	9	-73.95663	40.720846	BERRY STREET	NORTH 11 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																										2												
3	94	2011	9	-73.950714	40.728982	CALYER STREET	MCGUINNESS BOULEVARD	4	8	2	0	0	1	1	2	0	0	0	0	0																																							1								
3	94	2011	9	-73.946594	40.725159	DIAMOND STREET	NASSAU AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1							2					1																																	
3	94	2011	9	-73.947476	40.722727	DRIGGS AVENUE	GRAHAM AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																				1		
3	94	2011	9	-73.950648	40.721705	DRIGGS AVENUE	LORIMER STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1							1							1	1																														
3	94	2011	9	-73.949924	40.724057	LEONARD STREET	NASSAU AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1														1																								
3	94	2011	9	-73.949188	40.726272	MCGUINNESS BOULEVARD	NORMAN AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1															1																						1								
2	40	2011	9	-73.904181	40.812126	EAST 149 STREET	SOUTHERN BOULEVARD	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1														1																								
2	41	2011	9	-73.891929	40.824656	SOUTHERN BOULEVARD	WESTCHESTER AVENUE	2	4	2	0	0	1	1	2	0	0	0	0	0		1							2																																						
2	42	2011	9	-73.905784	40.835724	EAST 170 STREET	PARK AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
2	42	2011	9	-73.892885	40.830149	FREEMAN STREET	SIMPSON STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1																																
2	43	2011	9	-73.867404	40.840292	BEACH AVENUE	EAST TREMONT AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1																																
2	43	2011	9	-73.850643	40.830245	CASTLE HILL AVENUE	CROSS BRONX EXPRESSWAY	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
2	43	2011	9	-73.853224	40.836256	PURDY STREET	STARLING AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																										1												
2	44	2011	9	-73.924547	40.823502	EAST 156 STREET	GRAND CONCOURSE	3	7	2	1	0	1	0	2	0	0	0	0	0																															2				1												
2	44	2011	9	-73.910489	40.830738	EAST 167 STREET	WEBSTER AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1				1								1						1																									1		
2	44	2011	9	-73.928538	40.834417	OGDEN AVENUE	WEST 165 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
2	46	2011	9	-73.901487	40.84811	CARTER AVENUE	EAST TREMONT AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0																							1																								
2	46	2011	9	-73.897587	40.853115	EAST 181 STREET	WEBSTER AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
2	46	2011	9	-73.901022	40.847667	EAST TREMONT AVENUE	WEBSTER AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0																							1																								
2	46	2011	9	-73.91382	40.850612	HARRISON AVENUE	MORTON PLACE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
2	46	2011	9	-73.915521	40.850586	UNIVERSITY AVENUE	WEST TREMONT AVENUE	3	7	2	0	1	1	0	2	0	0	0	0	0		1	1			1			3											1																											
2	47	2011	9	-73.870563	40.871511	BRONX PARK EAST	BURKE AVENUE	2	10	2	0	6	1	0	7	0	0	0	0	0		1							3																																						
2	47	2011	9	-73.861247	40.886395	EAST 223 STREET	WHITE PLAINS ROAD	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
2	47	2011	9	-73.846804	40.901552	EAST 241 STREET	HOXIE STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1									1																								
2	50	2011	9	-73.900503	40.8804	BAILEY AVENUE	WEST 234 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																													1									
2	50	2011	9	-73.900648	40.885099	BROADWAY	WEST 238 STREET	4	7	1	0	0	1	0	1	0	0	0	0	0																							2												1												
2	50	2011	9	-73.914717	40.884581	HENRY HUDSON PARKWAY	WEST 232 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1														1																															
2	52	2011	9	-73.907223	40.868851	BAILEY AVENUE	HEATH AVENUE	2	4	2	0	0	1	1	2	0	0	0	0	0		1												1	1								2																								
2	52	2011	9	-73.87259	40.878752	DECATUR AVENUE	EAST GUNHILL ROAD	2	5	2	1	0	1	0	2	0	0	0	0	0		1							4																																						
2	52	2011	9	-73.890107	40.862616	EAST 193 STREET	WEBSTER AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																			1			
1	1	2011	9	-74.004787	40.723626	AVENUE OF THE AMERICAS	WATTS STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1	1						2																																						
1	1	2011	9	-73.99672	40.725492	BROADWAY	WEST HOUSTON STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1						1	2																																						
1	1	2011	9	-74.00763	40.723497	CANAL STREET	HUDSON STREET	5	10	1	0	0	1	0	1	0	0	0	0	0																																			1												
1	1	2011	9	-74.004845	40.718853	CHURCH STREET	WHITE STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1																																
1	1	2011	9	-74.006532	40.708228	GOLD STREET	JOHN STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1							1		1				2		1																														
1	5	2011	9	-73.990209	40.719242	ALLEN STREET	DELANCEY STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
1	5	2011	9	-73.988639	40.722934	ALLEN STREET	EAST HOUSTON STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	5	2011	9	-73.992579	40.724202	BOWERY	EAST HOUSTON STREET	5	10	1	0	0	1	0	1	0	0	0	0	0																							2					1																1			
1	5	2011	9	-73.994809	40.718457	BOWERY	GRAND STREET	3	5	1	0	0	1	0	1	0	0	0	0	0																							2																				1				
1	5	2011	9	-73.996836	40.720505	BROOME STREET	MULBERRY STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1															1																		1												
1	5	2011	9	-73.991284	40.719484	DELANCEY STREET	ELDRIDGE STREET	3	6	1	0	0	1	0	1	0	0	0	0	0																							4								1				1												
1	6	2011	9	-74.008701	40.742361	10 AVENUE	WEST 14 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
1	6	2011	9	-74.003298	40.731742	BLEECKER STREET	JONES STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1															1											1																			
1	6	2011	9	-73.992267	40.734533	EAST 13 STREET	UNIVERSITY PLACE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
1	6	2011	9	-73.997612	40.725797	MERCER STREET	WEST HOUSTON STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1									1																													
1	6	2011	9	-74.010543	40.729101	WEST HOUSTON STREET	WEST STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
1	7	2011	9	-73.977246	40.719193	BARUCH DRIVE	EAST HOUSTON STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																																													2		
1	7	2011	9	-73.989733	40.719097	DELANCEY STREET	ORCHARD STREET	4	8	1	0	0	1	0	1	0	0	0	0	0																															1				2												
1	9	2011	9	-73.982266	40.731401	1 AVENUE	EAST 14 STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1							5																																						
1	9	2011	9	-73.98591	40.731019	2 AVENUE	EAST 12 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1													2		1																														
1	9	2011	9	-73.988119	40.727976	2 AVENUE	EAST 7 STREET	4	8	1	0	0	1	0	1	0	0	0	0	0																																															
1	9	2011	9	-73.985284	40.72365	AVENUE A	EAST 3 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																																															
1	9	2011	9	-73.983088	40.726631	AVENUE A	SAINT MARKS PLACE	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																						
1	9	2011	9	-73.990349	40.728926	COOPER SQUARE	EAST 7 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
1	9	2011	9	-73.987099	40.722552	EAST HOUSTON STREET	LUDLOW STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1								1																								
1	10	2011	9	-74.004168	40.747689	10 AVENUE	WEST 23 STREET	3	6	2	1	0	1	0	2	0	0	0	0	0																																							1						1		
1	10	2011	9	-73.996408	40.758339	10 AVENUE	WEST 40 STREET	3	5	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	10	2011	9	-74.000137	40.758306	11 AVENUE	WEST 38 STREET	2	5	1	0	0	1	0	1	0	0	0	0	0																																															
1	10	2011	9	-73.999848	40.743424	8 AVENUE	WEST 20 STREET	3	7	1	0	0	1	0	1	0	0	0	0	0																																			1												
1	10	2011	9	-74.001328	40.74649	9 AVENUE	WEST 23 STREET	4	8	2	1	0	1	0	2	0	0	0	0	0																															1													1			
1	10	2011	9	-74.000397	40.747769	9 AVENUE	WEST 25 STREET	3	6	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	13	2011	9	-73.984935	40.736377	3 AVENUE	EAST 19 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																																															
1	13	2011	9	-73.980412	40.742588	3 AVENUE	EAST 29 STREET	6	13	1	0	0	1	0	1	0	0	0	0	0																				1			1																								
1	13	2011	9	-73.994167	40.74102	6 AVENUE	WEST 20 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1																												1				
1	13	2011	9	-73.992803	40.74289	6 AVENUE	WEST 23 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1							1																																			1			
1	13	2011	9	-73.990067	40.746649	6 AVENUE	WEST 29 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1											1																																		
1	13	2011	9	-73.975372	40.737235	ASSER LEVY PLACE	EAST 25 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
1	13	2011	9	-73.98995	40.738488	BROADWAY	EAST 19 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0		1												1			1											1							1												
1	13	2011	9	-73.988778	40.733965	EAST 14 STREET	IRVING PLACE	1	5	1	0	3	1	0	4	0	0	0	0	0										1																																					
1	13	2011	9	-73.987389	40.735878	EAST 17 STREET	IRVING PLACE	1	3	1	0	0	1	0	1	0	0	0	0	0		1													2																																
1	13	2011	9	-73.989081	40.736592	EAST 17 STREET	PARK AVENUE SOUTH	5	10	2	0	0	1	1	2	0	0	0	0	0																							1																								
1	13	2011	9	-73.987742	40.738313	EAST 20 STREET	PARK AVENUE SOUTH	2	4	1	0	0	1	0	1	0	0	0	0	0		1							1								2			1																											
1	13	2011	9	-73.985668	40.738206	EAST 21 STREET	LEXINGTON AVENUE	1	3	1	0	0	1	0	1	0	0	0	0	0		1							1						1																																
1	13	2011	9	-73.982723	40.75096	5 AVENUE	EAST 38 STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1							2																														1								
1	13	2011	9	-73.980889	40.753482	5 AVENUE	WEST 42 STREET	5	11	1	0	0	1	0	1	0	0	0	0	0		1																																													
1	13	2011	9	-73.992461	40.748468	7 AVENUE	WEST 30 STREET	6	13	2	1	1	1	0	3	0	0	0	0	0																							1								1								1								
1	13	2011	9	-73.989692	40.752281	7 AVENUE	WEST 36 STREET	3	7	1	0	0	1	0	1	0	0	0	0	0		1						1	1																			1																1			
1	13	2011	9	-73.990727	40.755951	8 AVENUE	WEST 40 STREET	5	11	1	0	0	1	0	1	0	0	0	0	0																																			1												
1	13	2011	9	-73.984344	40.74586	EAST 31 STREET	MADISON AVENUE	2	4	1	0	0	1	0	1	0	0	0	0	0		1							2						1																														2		
1	13	2011	9	-73.98124	40.747037	EAST 34 STREET	PARK AVENUE	5	12	2	2	1	1	0	4	0	0	0	0	0																																															
1	13	2011	9	-73.978013	40.751398	EAST 41 STREET	PARK AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1													1																								1								
1	17	2011	9	-73.964786	40.755756	1 AVENUE	EAST 53 STREET	1	2	1	0	0	1	0	1	0	0	0	0	0		1						1																																							
1	17	2011	9	-73.974936	40.746078	2 AVENUE	EAST 36 STREET	6	12	1	0	0	1	0	1	0	0	0	0	0																			1				2					1																			
1	17	2011	9	-73.972202	40.749824	2 AVENUE	EAST 42 STREET	4	8	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	17	2011	9	-73.970315	40.756452	3 AVENUE	EAST 51 STREET	4	8	1	0	0	1	0	1	0	0	0	0	0																																															
1	17	2011	9	-73.979046	40.744425	EAST 32 STREET	THIRD AVENUE	1	2	1	0	0	1	0	1	0	0	0	0	0		1												1																																	
1	17	2011	9	-73.991332	40.76531	10 AVENUE	WEST 51 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																												1																	1		
1	17	2011	9	-73.980527	40.764842	7 AVENUE	WEST 56 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																							2																								
1	19	2011	9	-73.956495	40.767119	1 AVENUE	EAST 71 STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1					1		4																														1								
1	19	2011	9	-73.952705	40.776562	2 AVENUE	EAST 84 STREET	4	8	2	1	0	1	0	2	0	0	0	0	0																																											1				
1	19	2011	9	-73.966129	40.762179	3 AVENUE	EAST 60 STREET	2	4	1	0	0	1	0	1	0	0	0	0	0																												1																			
1	19	2011	9	-73.958715	40.772332	3 AVENUE	EAST 76 STREET	4	7	1	0	0	1	0	1	0	0	0	0	0																																															
1	19	2011	9	-73.950284	40.78389	3 AVENUE	EAST 94 STREET	3	6	1	0	0	1	0	1	0	0	0	0	0		1							2						3								1								1																
1	19	2011	9	-73.95881	40.759912	EAST 61 STREET	YORK AVENUE	5	10	1	0	0	1	0	1	0	0	0	0	0																							2																								
1	19	2011	9	-73.95744	40.761789	EAST 64 STREET	YORK AVENUE	3	6	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	19	2011	9	-73.963162	40.769112	EAST 70 STREET	LEXINGTON AVENUE	4	8	1	0	0	1	0	1	0	0	0	0	0																							1																								
1	19	2011	9	-73.965435	40.771783	EAST 72 STREET	MADISON AVENUE	2	3	1	0	0	1	0	1	0	0	0	0	0		1							1								1						1																								
