GEO_ID	NAME	B23006_001E	B23006_001M	B23006_002E	B23006_002M	B23006_003E	B23006_003M	B23006_004E	B23006_004M	B23006_005E	B23006_005M	B23006_006E	B23006_006M	B23006_007E	B23006_007M	B23006_008E	B23006_008M	B23006_009E	B23006_009M	B23006_010E	B23006_010M	B23006_011E	B23006_011M	B23006_012E	B23006_012M	B23006_013E	B23006_013M	B23006_014E	B23006_014M	B23006_015E	B23006_015M	B23006_016E	B23006_016M	B23006_017E	B23006_017M	B23006_018E	B23006_018M	B23006_019E	B23006_019M	B23006_020E	B23006_020M	B23006_021E	B23006_021M	B23006_022E	B23006_022M	B23006_023E	B23006_023M	B23006_024E	B23006_024M	B23006_025E	B23006_025M	B23006_026E	B23006_026M	B23006_027E	B23006_027M	B23006_028E	B23006_028M	B23006_029E	B23006_029M
310M400US36980	Owensboro, KY Metro Area	60117	1363	4491	1132	1851	650	0	197	1851	650	1793	645	58	86	2640	892	20496	1970	13787	1637	0	197	13787	1637	13455	1683	332	267	6709	1260	21566	2329	17021	2114	78	135	16943	2114	16325	2086	618	377	4545	948	13564	1791	11633	1710	37	60	11596	1709	11548	1710	48	74	1931	783
310M400US11900	Athens, OH Micro Area	28542	510	1883	766	549	443	0	195	549	443	511	429	38	70	1334	618	10912	1683	6488	1282	0	195	6488	1282	6364	1241	124	190	4424	1122	7267	1250	5133	1144	0	195	5133	1144	4591	1070	542	388	2134	644	8480	1459	7628	1317	168	180	7460	1303	7260	1287	200	179	852	451
310M400US21780	Evansville, IN-KY Metro Area	164061	1312	13189	1970	6325	1300	0	198	6325	1300	5639	1173	686	518	6864	1542	51045	3387	35849	3224	0	198	35849	3224	33323	2997	2526	905	15196	2201	54813	3845	43769	3685	6	10	43763	3685	42269	3686	1494	667	11044	1728	45014	3571	40575	3338	0	198	40575	3338	39419	3349	1156	599	4439	1001
310M400US27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	64727	856	6947	1256	3792	894	0	201	3792	894	3490	815	302	277	3155	872	21352	1904	14761	1526	0	201	14761	1526	13579	1363	1182	617	6591	1340	21320	1882	17432	1750	0	201	17432	1750	16877	1599	555	427	3888	727	15108	1578	12831	1378	0	201	12831	1378	12767	1376	64	83	2277	704
310M400US29420	Lake Havasu City-Kingman, AZ Metro Area	96973	1078	13447	2237	5981	1568	0	211	5981	1568	5057	1379	924	766	7466	1984	33667	3051	21979	2759	0	211	21979	2759	19647	2778	2332	1222	11688	1820	36420	3311	24213	3383	0	211	24213	3383	22739	3243	1474	802	12207	1840	13439	2300	9801	1984	0	211	9801	1984	9738	1970	63	106	3638	1075
310M400US36500	Olympia-Tumwater, WA Metro Area	153495	1515	7767	1732	5795	1614	0	204	5795	1614	5574	1597	221	246	1972	690	32652	3086	22661	2787	269	224	22392	2710	21284	2686	1108	545	9991	1731	55532	3414	41761	3093	954	481	40807	3041	39078	2870	1729	723	13771	1790	57544	3974	48300	3237	1893	720	46407	3223	45042	3357	1365	598	9244	1809
310M400US38540	Pocatello, ID Metro Area	43219	705	3336	941	1162	513	0	204	1162	513	1086	487	76	128	2174	815	10603	1386	7813	1275	0	204	7813	1275	7408	1237	405	270	2790	600	16937	1678	12483	1604	53	94	12430	1585	12315	1591	115	198	4454	923	12343	1582	11060	1580	0	204	11060	1580	10787	1525	273	361	1283	499
310M400US40140	Riverside-San Bernardino-Ontario, CA Metro Area	2366909	987	409851	12304	255819	8754	91	124	255728	8758	234185	8700	21543	2728	154032	7454	686479	12485	501434	11927	1821	767	499613	11805	467523	11950	32090	3229	185045	8370	759670	12487	579465	11786	3613	1096	575852	11534	550370	10874	25482	2767	180205	7500	510909	11742	424652	10656	2765	962	421887	10524	408743	10237	13144	1806	86257	5011
310M400US26900	Indianapolis-Carmel-Anderson, IN Metro Area	1086237	3165	106927	6330	62125	4833	0	198	62125	4833	55785	4501	6340	1774	44802	4148	277423	8014	209745	8181	199	213	209546	8181	198344	8218	11202	2057	67678	4709	297711	8602	243115	7456	762	549	242353	7543	233964	7480	8389	1763	54596	4194	404176	10475	358227	10327	1077	744	357150	10363	350492	10337	6658	1606	45949	3698
310M400US31140	Louisville/Jefferson County, KY-IN Metro Area	692643	3565	63437	4986	35036	3457	0	198	35036	3457	32156	3382	2880	1064	28401	2765	188932	6381	135284	5840	59	103	135225	5856	127026	5233	8199	1996	53648	3889	220785	6624	178232	5865	338	279	177894	5820	170150	5394	7744	1754	42553	3309	219489	7377	193941	6840	237	207	193704	6842	190532	6596	3172	874	25548	1973
310M400US36540	Omaha-Council Bluffs, NE-IA Metro Area	487711	1600	40111	3233	27321	2355	0	198	27321	2355	25031	2228	2290	760	12790	1823	102148	4915	78984	4216	149	125	78835	4211	75379	4038	3456	1165	23164	2469	157433	4880	130761	4612	1474	484	129287	4652	126359	4714	2928	882	26672	2305	188019	5706	168186	5550	2361	594	165825	5372	162724	5141	3101	983	19833	1813
310M400US11460	Ann Arbor, MI Metro Area	180861	552	7926	1574	4392	1240	0	172	4392	1240	3651	1096	741	485	3534	960	22008	2010	15883	1882	0	172	15883	1882	15099	1871	784	462	6125	1037	43349	2782	33117	2703	38	62	33079	2716	31428	2743	1651	740	10232	1341	107578	3203	90535	3102	0	172	90535	3102	88107	3102	2428	899	17043	2376
310M400US43300	Sherman-Denison, TX Metro Area	66913	1295	6265	1403	4042	1154	0	228	4042	1154	3881	1130	161	215	2223	735	18985	2343	13254	1829	69	118	13185	1844	12298	1933	887	588	5731	1682	27752	2358	21460	2101	0	228	21460	2101	20538	2003	922	611	6292	1477	13911	1851	11388	1733	0	228	11388	1733	11084	1704	304	243	2523	866
310M400US48980	Wilson, NC Micro Area	40577	883	6808	1214	3988	999	0	210	3988	999	3409	1038	579	349	2820	617	11970	1841	8495	1765	0	210	8495	1765	7847	1624	648	523	3475	969	12770	1918	11296	1830	56	108	11240	1835	10964	1841	276	265	1474	614	9029	1471	7572	1395	0	210	7572	1395	7544	1400	28	55	1457	921
310M400US49220	Wisconsin Rapids-Marshfield, WI Micro Area	37260	426	2360	959	1774	699	0	151	1774	699	1521	588	253	361	586	469	13875	1573	10032	1330	0	151	10032	1330	9847	1342	185	176	3843	868	12381	1601	9626	1568	0	151	9626	1568	9453	1542	173	201	2755	970	8644	1202	8204	1179	0	151	8204	1179	8186	1176	18	30	440	251
310M400US11100	Amarillo, TX Metro Area	135487	2181	16226	1942	10464	1451	0	228	10464	1451	9878	1405	586	410	5762	1059	38741	2968	26676	2840	0	228	26676	2840	26367	2835	309	274	12065	1727	46622	2838	37509	2485	9	16	37500	2485	36204	2532	1296	591	9113	1470	33898	3199	30219	2997	77	93	30142	2988	29653	2915	489	568	3679	1208
310M400US44180	Springfield, MO Metro Area	230512	1897	18606	2358	9012	1769	0	190	9012	1769	8317	1765	695	361	9594	1378	62197	3386	42798	2939	0	190	42798	2939	42275	2961	523	346	19399	2150	82709	3981	63759	3614	389	421	63370	3531	61596	3433	1774	606	18950	2195	67000	4119	58140	3862	88	150	58052	3873	57110	3782	942	506	8860	1464
310M400US14860	Bridgeport-Stamford-Norwalk, CT Metro Area	495990	313	44503	3441	31181	3185	0	207	31181	3185	28593	2929	2588	972	13322	2171	94133	4949	77194	4547	0	207	77194	4547	71463	4579	5731	1330	16939	2279	106682	4689	87451	4628	64	109	87387	4634	82254	4554	5133	1237	19231	2006	250672	4781	214707	5121	0	207	214707	5121	207371	4988	7336	1458	35965	2494
310M400US16220	Casper, WY Metro Area	42137	824	2435	734	1651	548	0	203	1651	548	1633	548	18	38	784	447	10564	1435	8563	1360	0	203	8563	1360	8167	1391	396	428	2001	603	18364	1845	15450	1635	365	313	15085	1678	14742	1689	343	272	2914	734	10774	1543	9091	1509	0	203	9091	1509	9091	1509	0	203	1683	652
310M400US17860	Columbia, MO Metro Area	85471	1734	3944	1134	2018	728	0	190	2018	728	2018	728	0	190	1926	904	14461	1814	10749	1692	0	190	10749	1692	9986	1583	763	480	3712	1024	24440	2201	20821	2165	0	190	20821	2165	20339	2137	482	448	3619	914	42626	2931	38406	2560	0	190	38406	2560	38061	2553	345	290	4220	1179
310M400US19140	Dalton, GA Metro Area	73248	1285	19504	2275	12901	1965	0	226	12901	1965	12714	1946	187	196	6603	1581	22816	2498	16723	2147	0	226	16723	2147	15996	2119	727	431	6093	1395	19570	2560	15484	2227	0	226	15484	2227	14801	2176	683	534	4086	986	11358	1849	9263	1731	0	226	9263	1731	8929	1661	334	463	2095	868
310M400US32580	McAllen-Edinburg-Mission, TX Metro Area	393373	965	113368	6579	73153	5405	0	228	73153	5405	68219	5302	4934	1621	40215	3754	98679	6194	68511	5083	0	228	68511	5083	63353	5115	5158	1386	30168	3664	101669	6805	79290	5439	0	228	79290	5439	76412	5138	2878	1183	22379	3553	79657	5602	69855	4912	0	228	69855	4912	67153	4792	2702	1227	9802	1946
310M400US40700	Roseburg, OR Micro Area	53812	885	5109	1238	2336	869	0	207	2336	869	2291	872	45	72	2773	823	18663	2002	12469	1774	123	211	12346	1800	11188	1686	1158	582	6194	1491	18860	1823	14046	1671	0	207	14046	1671	13485	1653	561	304	4814	1028	11180	1887	10134	1910	0	207	10134	1910	9855	1901	279	221	1046	422
310M400US40780	Russellville, AR Micro Area	42919	1474	6182	1788	2615	1096	0	201	2615	1096	2364	895	251	467	3567	1374	16933	2208	10857	1757	0	201	10857	1757	10649	1710	208	181	6076	1303	12185	2101	8994	1817	0	201	8994	1817	8563	1700	431	346	3191	839	7619	1781	6589	1644	0	201	6589	1644	6344	1624	245	227	1030	544
310M400US47700	Warsaw, IN Micro Area	40090	652	5363	1022	4049	921	0	198	4049	921	3948	914	101	110	1314	635	13727	1659	11377	1578	0	198	11377	1578	11041	1577	336	272	2350	668	13164	1396	11618	1361	0	198	11618	1361	11484	1383	134	158	1546	477	7836	1348	6805	1258	0	198	6805	1258	6629	1271	176	197	1031	463
310M400US37900	Peoria, IL Metro Area	186587	1078	12303	1757	6889	1214	0	190	6889	1214	5969	1040	920	401	5414	1320	52561	2854	36636	2203	98	159	36538	2194	34584	2224	1954	655	15925	1759	64412	3205	51125	2725	93	90	51032	2726	49719	2661	1313	404	13287	1955	57311	3275	48706	3309	48	63	48658	3309	47527	3279	1131	484	8605	1383
310M400US14500	Boulder, CO Metro Area	170130	646	7470	1280	4920	1111	0	204	4920	1111	4544	1236	376	478	2550	849	17018	2213	12786	1993	0	204	12786	1993	12463	1898	323	451	4232	1016	36532	3061	29350	2960	0	204	29350	2960	28486	2880	864	441	7182	1317	109110	3136	93046	3118	0	204	93046	3118	90958	3163	2088	716	16064	1765
310M400US22020	Fargo, ND-MN Metro Area	124535	1206	6366	1693	4100	1119	0	198	4100	1119	3114	892	986	704	2266	1041	23676	2645	19600	2184	0	198	19600	2184	19197	2137	403	347	4076	1238	43974	3048	39907	3096	54	90	39853	3092	39582	3107	271	169	4067	1011	50519	4001	45656	3671	211	196	45445	3653	45032	3575	413	323	4863	970
310M400US22060	Faribault-Northfield, MN Micro Area	31611	606	2922	742	1458	488	0	147	1458	488	1278	453	180	213	1464	660	9905	1281	7124	1194	0	147	7124	1194	6547	1119	577	373	2781	900	10471	1261	8634	1071	0	147	8634	1071	8482	1057	152	138	1837	623	8313	1112	7634	1091	61	107	7573	1077	7192	1115	381	335	679	296
310M400US40900	Sacramento--Roseville--Arden-Arcade, CA Metro Area	1226285	2005	121585	6156	72770	4731	0	211	72770	4731	67193	4814	5577	1475	48815	3588	254414	8638	178666	7260	191	165	178475	7285	166562	7102	11913	1987	75748	5531	426486	8396	330507	8594	894	432	329613	8567	314012	8420	15601	2493	95979	4329	423800	9381	363409	9020	557	301	362852	9002	353690	8809	9162	1479	60391	4042
310M400US41400	Salem, OH Micro Area	52772	568	4455	1134	2224	652	0	195	2224	652	2224	652	0	195	2231	870	22945	1681	16444	1697	0	195	16444	1697	16045	1682	399	298	6501	1363	14836	1792	11220	1502	0	195	11220	1502	10795	1462	425	362	3616	867	10536	1752	8183	1484	0	195	8183	1484	8081	1451	102	146	2353	801
310M400US44140	Springfield, MA Metro Area	313968	1359	36674	3191	17135	2398	0	211	17135	2398	15589	2286	1546	756	19539	2511	83899	5297	60203	4455	78	124	60125	4455	57714	4392	2411	680	23696	2919	87157	4253	69895	3970	0	211	69895	3970	67810	3998	2085	736	17262	2315	106238	4596	92324	4344	218	214	92106	4363	91001	4409	1105	462	13914	1952
310M400US45900	Traverse City, MI Micro Area	77040	826	4436	989	2853	835	0	172	2853	835	2790	821	63	93	1583	453	21589	2262	16341	2004	9	19	16332	2003	15407	1892	925	475	5248	925	26498	2211	20784	1935	98	121	20686	1961	19701	1961	985	503	5714	1107	24517	2535	20522	2203	269	291	20253	2244	19990	2245	263	203	3995	939
310M400US28940	Knoxville, TN Metro Area	449350	2337	43430	3981	23291	3263	0	211	23291	3263	20304	2893	2987	1157	20139	2386	134645	5777	93193	4592	56	92	93137	4585	88459	4570	4678	1182	41452	3593	137792	5894	108394	5154	130	130	108264	5157	103214	5135	5050	1354	29398	2934	133483	6068	114740	5498	111	135	114629	5464	112565	5429	2064	660	18743	2225
310M400US19300	Daphne-Fairhope-Foley, AL Metro Area	111248	1678	10990	2336	6172	2042	0	201	6172	2042	6125	2039	47	64	4818	1258	31829	3779	23700	3459	128	214	23572	3478	23236	3518	336	320	8129	1598	33373	3491	25991	3417	169	202	25822	3413	25249	3435	573	463	7382	1491	35056	3105	29638	2703	100	139	29538	2729	29202	2710	336	361	5418	1135
310M400US20220	Dubuque, IA Metro Area	47915	781	2710	926	1537	715	0	163	1537	715	1521	717	16	22	1173	523	15496	1507	12107	1361	0	163	12107	1361	11669	1315	438	290	3389	807	14284	1600	12595	1555	0	163	12595	1555	12394	1577	201	145	1689	508	15425	1650	13757	1549	0	163	13757	1549	13586	1556	171	261	1668	557
310M400US23900	Gettysburg, PA Metro Area	51765	508	4056	1042	3298	930	0	177	3298	930	3133	926	165	163	758	372	19926	1674	15714	1590	0	177	15714	1590	15276	1530	438	314	4212	752	15415	1310	12520	1365	0	177	12520	1365	12222	1377	298	195	2895	660	12368	1319	10945	1276	37	62	10908	1277	10700	1271	208	320	1423	416
310M400US24300	Grand Junction, CO Metro Area	75871	1273	7288	1562	4645	1153	0	204	4645	1153	4352	1095	293	419	2643	1077	20335	2356	13526	2015	0	204	13526	2015	13381	2026	145	114	6809	1767	25502	2250	20118	2349	0	204	20118	2349	19221	2254	897	554	5384	1300	22746	2322	18896	2287	0	204	18896	2287	18003	2224	893	535	3850	1015
310M400US29180	Lafayette, LA Metro Area	252768	2183	37121	3933	20148	3038	0	217	20148	3038	17419	2934	2729	1119	16973	2809	91862	5473	67035	4770	0	217	67035	4770	63276	4734	3759	1287	24827	2899	59344	4755	45432	4404	0	217	45432	4404	43742	4347	1690	597	13912	2629	64441	4046	55785	4100	0	217	55785	4100	54864	3903	921	583	8656	1282
310M400US30140	Lebanon, PA Metro Area	70037	1009	7611	1467	5200	1191	0	177	5200	1191	4686	1170	514	439	2411	849	31450	2410	26139	2255	0	177	26139	2255	25303	2188	836	447	5311	997	16045	1668	12851	1507	67	107	12784	1509	12668	1504	116	128	3194	897	14931	1776	13543	1744	0	177	13543	1744	13130	1705	413	284	1388	485
310M400US31020	Longview, WA Metro Area	54588	875	5202	1072	3192	955	60	113	3132	939	2951	885	181	291	2010	640	19164	2155	12888	1871	0	204	12888	1871	12320	1885	568	568	6276	1335	21882	2174	17361	2142	0	204	17361	2142	16350	2097	1011	555	4521	923	8340	1360	6534	1268	0	204	6534	1268	6125	1273	409	424	1806	602
310M400US38240	Pinehurst-Southern Pines, NC Micro Area	47647	1199	2798	904	2179	856	0	210	2179	856	2106	904	73	127	619	336	9579	2078	6664	1852	56	91	6608	1846	6535	1859	73	107	2915	1022	17267	2181	12850	1883	513	439	12337	1876	12064	1877	273	226	4417	1290	18003	2037	14768	1803	1899	674	12869	1821	12678	1800	191	223	3235	1013
310M400US21500	Erie, PA Metro Area	138424	937	9683	1493	4373	982	0	177	4373	982	3988	909	385	399	5310	1047	50673	3146	36948	3079	155	176	36793	3080	34582	2894	2211	720	13725	1813	37918	2614	30537	2424	23	58	30514	2434	29826	2427	688	346	7381	1202	40150	2855	35672	2437	84	137	35588	2425	34997	2337	591	305	4478	1000
310M400US22380	Flagstaff, AZ Metro Area	66570	804	6217	1569	3558	1315	0	211	3558	1315	3390	1304	168	152	2659	778	14810	1779	10307	1453	0	211	10307	1453	9853	1443	454	260	4503	1142	22211	2155	16688	1907	10	21	16678	1902	16071	1934	607	307	5523	1385	23332	2152	20066	1863	0	211	20066	1863	19580	1862	486	378	3266	793
310M400US28060	Kalispell, MT Micro Area	52599	545	2048	761	1663	816	0	172	1663	816	1393	610	270	400	385	299	17190	2082	11977	1881	0	172	11977	1881	11834	1866	143	139	5213	1135	18115	2002	14476	2064	0	172	14476	2064	14400	2070	76	83	3639	1036	15246	1831	12382	1584	0	172	12382	1584	12298	1588	84	92	2864	1148
310M400US31900	Mansfield, OH Metro Area	62380	726	7551	1515	3045	951	0	195	3045	951	2504	852	541	477	4506	988	24300	2278	17406	2524	0	195	17406	2524	16719	2412	687	427	6894	1210	18212	1928	12937	1714	0	195	12937	1714	12252	1607	685	425	5275	1033	12317	1836	9996	1667	0	195	9996	1667	9996	1667	0	195	2321	656
310M400US41060	St. Cloud, MN Metro Area	95359	1101	6253	1228	4720	1044	0	147	4720	1044	4546	964	174	231	1533	613	22023	1643	17578	1554	0	147	17578	1554	16676	1484	902	596	4445	856	38934	2164	34418	2118	0	147	34418	2118	32841	1995	1577	692	4516	801	28149	2036	25682	1952	83	117	25599	1951	25364	1911	235	199	2467	655
310M400US42540	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	285705	1155	24508	2483	13794	1990	0	177	13794	1990	13491	1961	303	189	10714	1698	100042	3702	71311	3327	0	177	71311	3327	68121	3396	3190	954	28731	2562	84610	3289	68152	3031	83	90	68069	3035	66119	2925	1950	610	16458	1810	76545	3588	66305	3280	107	115	66198	3275	65066	3286	1132	490	10240	1524
310M400US21140	Elkhart-Goshen, IN Metro Area	100861	1276	19141	2669	13444	2541	0	198	13444	2541	13173	2503	271	241	5697	1371	33021	2771	24988	2644	0	198	24988	2644	23483	2655	1505	683	8033	1315	28561	2594	24052	2336	0	198	24052	2336	23762	2300	290	288	4509	1077	20138	2091	18253	2080	101	163	18152	2071	17762	2079	390	272	1885	653
310M400US23700	Gallup, NM Micro Area	35024	1076	6249	876	2727	700	0	201	2727	700	2251	678	476	218	3522	706	12626	1242	7747	1156	0	201	7747	1156	6761	1106	986	384	4879	795	11930	1388	8299	1165	0	201	8299	1165	7143	1115	1156	464	3631	875	4219	695	3539	778	0	201	3539	778	3530	778	9	16	680	358
310M400US24640	Greenfield Town, MA Micro Area	38248	451	2900	690	1389	457	0	211	1389	457	1360	440	29	45	1511	497	9110	994	7224	895	0	211	7224	895	7057	887	167	120	1886	627	11212	1280	8445	1164	0	211	8445	1164	7959	1053	486	419	2767	834	15026	1235	13501	1186	18	32	13483	1185	13356	1184	127	87	1525	461
310M400US34580	Mount Vernon-Anacortes, WA Metro Area	64978	895	6516	1375	4605	1192	0	204	4605	1192	4218	1205	387	307	1911	750	18501	1973	14711	1810	94	110	14617	1813	14219	1779	398	280	3790	765	24207	2136	18635	1817	53	65	18582	1819	17724	1691	858	502	5572	982	15754	2012	13430	1877	574	188	12856	1870	12288	1718	568	336	2324	727
310M400US42140	Santa Fe, NM Metro Area	75626	448	9951	1535	6455	1363	0	201	6455	1363	6139	1302	316	303	3496	878	21537	1930	15449	1716	0	201	15449	1716	14956	1693	493	366	6088	1044	18664	1873	14711	1773	20	33	14691	1770	13999	1731	692	404	3953	749	25474	1589	20510	1515	0	201	20510	1515	20046	1556	464	297	4964	1064
310M400US45460	Terre Haute, IN Metro Area	83199	1955	7366	1317	3566	915	0	198	3566	915	2912	816	654	451	3800	947	29843	2558	19769	2244	0	198	19769	2244	18709	2179	1060	502	10074	1636	28422	2443	22645	2431	25	57	22620	2419	21528	2335	1092	497	5777	970	17568	1760	15313	1674	99	167	15214	1657	14753	1672	461	355	2255	763
310M400US16980	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	5095639	3527	496047	12275	324843	9143	0	198	324843	9143	297726	9065	27117	3106	171204	8325	1143934	17741	862370	15611	718	504	861652	15642	798481	15151	63171	4570	281564	10723	1366520	17644	1123709	16399	1652	675	1122057	16360	1063731	15820	58326	4823	242811	9135	2089138	17683	1845190	19483	1126	416	1844064	19412	1798544	19639	45520	3873	243948	7419
310M400US17140	Cincinnati, OH-KY-IN Metro Area	1143762	3348	83452	4810	46399	3525	0	198	46399	3525	41188	3369	5211	1271	37053	2942	321539	9647	238928	8871	57	93	238871	8862	229173	8887	9698	1635	82611	4413	325285	8131	262808	8028	193	248	262615	8087	254917	8238	7698	1445	62477	3651	413486	9569	363617	9068	391	298	363226	9014	358495	9064	4731	1238	49869	3444
310M400US47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	907428	3543	61579	4334	35681	3236	0	198	35681	3236	32751	3066	2930	882	25898	2698	216203	6831	159574	6949	7847	1365	151727	6777	143861	6482	7866	1587	56629	3141	325881	8657	263233	8086	19216	2473	244017	7682	233902	7579	10115	1856	62648	3825	303765	8551	265098	6761	17441	2104	247657	6757	241944	6725	5713	1426	38667	3648
310M400US17020	Chico, CA Metro Area	110092	807	9576	1407	3992	899	0	211	3992	899	3910	894	82	72	5584	1260	25822	2282	17710	2288	0	211	17710	2288	16339	2248	1371	629	8112	1565	48256	2729	34978	2379	0	211	34978	2379	32824	2454	2154	690	13278	1899	26438	2731	22297	2371	0	211	22297	2371	21579	2335	718	406	4141	1180
310M400US25420	Harrisburg-Carlisle, PA Metro Area	297931	1705	23704	2431	16165	2128	0	177	16165	2128	14625	2246	1540	715	7539	1140	91963	4464	70511	3912	21	35	70490	3922	67208	3817	3282	965	21452	2183	76019	3949	63040	3617	242	238	62798	3651	61051	3615	1747	778	12979	1956	106245	4746	94281	4721	849	327	93432	4725	91518	4698	1914	833	11964	1733
310M400US33740	Monroe, LA Metro Area	88962	1174	9210	1522	4348	1087	0	217	4348	1087	4020	1054	328	295	4862	1281	30837	2728	19301	2380	0	217	19301	2380	17673	2497	1628	802	11536	2116	28911	2591	22584	2300	97	169	22487	2310	21134	2284	1353	1026	6327	1606	20004	2691	17799	2470	47	84	17752	2475	17249	2499	503	425	2205	673
310M400US49420	Yakima, WA Metro Area	118330	580	33351	3147	23830	2642	0	204	23830	2642	21910	2643	1920	1013	9521	1875	33713	3073	23377	2678	0	204	23377	2678	22269	2707	1108	504	10336	1622	33584	2940	25310	2782	41	72	25269	2777	24956	2734	313	238	8274	1324	17682	2342	15002	2123	0	204	15002	2123	14849	2119	153	180	2680	818
310M400US32420	Mayagüez, PR Metro Area	37813	1401	6334	1077	2104	743	0	228	2104	743	1417	664	687	435	4230	1029	10905	1248	5533	1057	0	228	5533	1057	4264	874	1269	589	5372	833	8877	1541	5388	1315	0	228	5388	1315	4283	1160	1105	505	3489	896	11697	1596	8137	1528	87	152	8050	1556	6727	1431	1323	633	3560	1017
310M400US28660	Killeen-Temple, TX Metro Area	228176	1789	21043	2568	11962	2214	0	228	11962	2214	10926	2208	1036	748	9081	1475	61027	4118	40514	3235	1696	632	38818	3042	35165	2985	3653	1279	20513	2818	93803	4868	67598	4832	5003	1124	62595	4791	58230	4545	4365	1466	26205	2529	52303	3951	42640	3396	3492	1203	39148	3169	37910	3198	1238	493	9663	1793
310M400US47460	Walla Walla, WA Metro Area	30632	1063	3974	955	1959	731	0	204	1959	731	1745	610	214	287	2015	630	5704	1117	4061	1069	0	204	4061	1069	3793	1050	268	270	1643	600	12996	1369	9116	1184	0	204	9116	1184	9001	1196	115	94	3880	1002	7958	1598	6378	1430	0	204	6378	1430	6348	1421	30	50	1580	707
310M400US12220	Auburn-Opelika, AL Metro Area	77766	1114	4738	1644	2855	1418	0	201	2855	1418	2286	1134	569	658	1883	1073	16373	2163	10921	2011	358	535	10563	1957	10237	1892	326	321	5452	1723	29051	2647	22589	2182	461	358	22128	2219	20880	2216	1248	852	6462	1743	27604	2834	22752	2720	0	201	22752	2720	22629	2685	123	208	4852	1185
310M400US16540	Chambersburg-Waynesboro, PA Metro Area	78963	905	9311	2066	6600	1898	0	177	6600	1898	6080	1713	520	510	2711	1030	32820	2802	25598	2432	0	177	25598	2432	24524	2308	1074	643	7222	1236	20171	2389	17492	2183	0	177	17492	2183	17136	2128	356	283	2679	850	16661	2163	14158	1951	0	177	14158	1951	14051	1943	107	130	2503	795
310M400US34940	Naples-Immokalee-Marco Island, FL Metro Area	166237	1224	27437	3648	20619	3342	0	229	20619	3342	20137	3313	482	409	6818	1620	42799	4861	32698	4549	0	229	32698	4549	30918	4428	1780	1230	10101	2360	44297	4794	35187	4315	37	64	35150	4309	32899	4173	2251	1187	9110	2148	51704	4307	40078	3952	0	229	40078	3952	39742	3969	336	275	11626	1879
310M400US45780	Toledo, OH Metro Area	304300	1248	23422	2775	12935	2172	0	195	12935	2172	10152	1905	2783	843	10487	1863	96458	4645	69707	3969	0	195	69707	3969	66504	4031	3203	1030	26751	2820	101163	4326	79488	3932	180	227	79308	3930	76246	3880	3062	931	21675	2073	83257	4085	72052	3669	85	100	71967	3690	70678	3712	1289	608	11205	1740
310M400US48700	Williamsport, PA Metro Area	58080	609	4935	1233	2511	759	0	177	2511	759	2264	721	247	283	2424	833	20807	1678	15562	1613	0	177	15562	1613	14874	1624	688	477	5245	818	16975	1260	13352	1231	49	82	13303	1220	13021	1217	282	161	3623	749	15363	1607	13280	1495	0	177	13280	1495	12887	1505	393	285	2083	636
310M400US17420	Cleveland, TN Metro Area	64009	1924	8995	1695	4721	1153	0	211	4721	1153	4411	1081	310	186	4274	1157	22020	2436	15151	2065	0	211	15151	2065	13917	1943	1234	640	6869	1386	20361	2490	15786	2130	70	119	15716	2127	15531	2125	185	168	4575	1260	12633	1927	11082	1579	0	211	11082	1579	10708	1514	374	450	1551	839
310M400US11500	Anniston-Oxford-Jacksonville, AL Metro Area	58657	750	7541	1601	4368	1389	0	201	4368	1389	3696	1344	672	521	3173	909	18609	2175	12457	2004	0	201	12457	2004	11904	2067	553	469	6152	1366	21336	2105	17871	2034	0	201	17871	2034	16192	2029	1679	992	3465	949	11171	2056	8606	1764	0	201	8606	1764	8547	1765	59	103	2565	787
310M400US12300	Augusta-Waterville, ME Micro Area	63841	688	3313	917	1590	648	0	170	1590	648	1487	627	103	132	1723	633	22719	2210	16964	2250	0	170	16964	2250	16548	2301	416	344	5755	1444	21147	2111	16685	1776	0	170	16685	1776	16131	1767	554	338	4462	1069	16662	1773	14652	1774	0	170	14652	1774	14470	1770	182	193	2010	680
310M400US26580	Huntington-Ashland, WV-KY-OH Metro Area	178548	1403	15920	1834	5134	1450	0	198	5134	1450	4658	1392	476	325	10786	1546	59859	3558	34950	2970	0	198	34950	2970	32699	2909	2251	816	24909	2341	60229	3500	39551	3006	47	55	39504	3002	37797	3093	1707	648	20678	2989	42540	3408	35898	3010	132	187	35766	3017	35256	2985	510	391	6642	1570
310M400US39300	Providence-Warwick, RI-MA Metro Area	859068	1934	83152	5158	47369	3468	0	198	47369	3468	42703	3454	4666	1376	35783	4094	247639	8562	185500	8017	658	533	184842	8061	174869	7672	9973	1888	62139	4182	240136	7754	196894	7254	759	565	196135	7410	187612	7084	8523	1869	43242	4228	288141	8148	255690	7970	1559	583	254131	7908	246342	8160	7789	1344	32451	2681
