GEO_ID	NAME	B23006_001E	B23006_001M	B23006_002E	B23006_002M	B23006_003E	B23006_003M	B23006_004E	B23006_004M	B23006_005E	B23006_005M	B23006_006E	B23006_006M	B23006_007E	B23006_007M	B23006_008E	B23006_008M	B23006_009E	B23006_009M	B23006_010E	B23006_010M	B23006_011E	B23006_011M	B23006_012E	B23006_012M	B23006_013E	B23006_013M	B23006_014E	B23006_014M	B23006_015E	B23006_015M	B23006_016E	B23006_016M	B23006_017E	B23006_017M	B23006_018E	B23006_018M	B23006_019E	B23006_019M	B23006_020E	B23006_020M	B23006_021E	B23006_021M	B23006_022E	B23006_022M	B23006_023E	B23006_023M	B23006_024E	B23006_024M	B23006_025E	B23006_025M	B23006_026E	B23006_026M	B23006_027E	B23006_027M	B23006_028E	B23006_028M	B23006_029E	B23006_029M
310M400US39540	Racine, WI Metro Area	103129	1083	9152	1806	5380	1295	0	151	5380	1295	4874	1230	506	339	3772	1024	29683	2581	22286	2439	0	151	22286	2439	21545	2513	741	424	7397	1633	38172	2702	30243	2584	0	151	30243	2584	29608	2596	635	354	7929	1454	26122	2063	22228	1862	0	151	22228	1862	21825	1845	403	446	3894	979
310M400US25980	Hinesville, GA Metro Area	40817	2346	3257	1154	1433	731	0	226	1433	731	1421	726	12	28	1824	825	13585	1953	10293	1832	611	482	9682	1748	9314	1715	368	412	3292	963	16955	2165	13696	2084	2340	950	11356	2127	9726	1946	1630	740	3259	978	7020	1399	5378	1164	299	270	5079	1124	4901	1130	178	169	1642	729
310M400US38660	Ponce, PR Metro Area	141856	1957	21596	2306	7231	1262	0	228	7231	1262	5229	1248	2002	691	14365	1744	45593	3033	21992	2694	0	228	21992	2694	18296	2387	3696	1042	23601	2287	29020	2450	18864	1997	0	228	18864	1997	16284	1843	2580	817	10156	1664	45647	3385	33364	3218	0	228	33364	3218	30361	2871	3003	1046	12283	1741
310M400US25940	Hilton Head Island-Bluffton-Beaufort, SC Metro Area	97531	1731	8974	1738	4857	1519	0	214	4857	1519	4770	1519	87	147	4117	1175	27996	3242	19684	3082	356	243	19328	3067	18020	2939	1308	1260	8312	1779	26086	3001	20714	2468	1192	564	19522	2424	19102	2380	420	361	5372	1439	34475	2530	26708	2294	1178	740	25530	2231	25015	2274	515	362	7767	1489
310M400US39980	Richmond, IN Micro Area	32852	666	3703	868	2302	761	0	198	2302	761	2302	761	0	198	1401	509	11090	1537	8111	1380	0	198	8111	1380	7596	1273	515	424	2979	905	12107	1540	9308	1363	0	198	9308	1363	8933	1399	375	281	2799	871	5952	1324	4483	1179	0	198	4483	1179	4439	1176	44	65	1469	612
310M400US42620	Searcy, AR Micro Area	38133	506	3637	866	1775	607	0	201	1775	607	1736	605	39	71	1862	799	15624	1931	10196	1623	0	201	10196	1623	9430	1516	766	770	5428	1287	9598	1512	7312	1568	0	201	7312	1568	7078	1525	234	292	2286	791	9274	1663	7322	1554	0	201	7322	1554	7164	1559	158	207	1952	994
310M400US48580	Whitewater-Elkhorn, WI Micro Area	51457	762	5268	1207	4149	796	0	151	4149	796	4057	771	92	128	1119	763	15641	1690	13653	1497	0	151	13653	1497	13459	1491	194	144	1988	527	16648	1568	13886	1642	0	151	13886	1642	13551	1601	335	280	2762	634	13900	1277	12184	1216	33	39	12151	1215	12023	1180	128	146	1716	436
310M400US16180	Carson City, NV Metro Area	28611	645	3177	654	2313	777	0	211	2313	777	2246	747	67	116	864	391	6242	967	4485	922	0	211	4485	922	4301	889	184	148	1757	492	13040	1394	10393	1401	0	211	10393	1401	10146	1405	247	264	2647	636	6152	1237	5136	1093	0	211	5136	1093	5001	1047	135	156	1016	469
310M400US30980	Longview, TX Metro Area	108642	1907	17305	2481	10523	1770	0	228	10523	1770	9959	1729	564	472	6782	1428	35151	3539	24478	3129	0	228	24478	3129	23267	3123	1211	608	10673	1770	38149	3628	29774	3516	0	228	29774	3516	27981	3410	1793	865	8375	1508	18037	2369	14713	2302	0	228	14713	2302	14386	2252	327	358	3324	864
310M400US39020	Portsmouth, OH Micro Area	38799	318	4683	1057	1560	608	0	195	1560	608	1203	485	357	319	3123	815	17838	1768	10408	1362	0	195	10408	1362	9303	1260	1105	612	7430	1333	10544	1685	6970	1282	0	195	6970	1282	6716	1232	254	193	3574	999	5734	982	5179	921	0	195	5179	921	5069	917	110	142	555	373
310M400US40340	Rochester, MN Metro Area	113286	990	6878	1340	5011	1350	0	147	5011	1350	4831	1328	180	148	1867	855	22603	2243	18562	1976	49	81	18513	1966	18078	1973	435	226	4041	895	37225	2369	33178	2260	0	147	33178	2260	32312	2217	866	405	4047	788	46580	2429	41477	2282	0	147	41477	2282	40901	2290	576	332	5103	1017
310M400US41940	San Jose-Sunnyvale-Santa Clara, CA Metro Area	1121084	1407	108243	6150	73944	5749	0	211	73944	5749	71733	5794	2211	921	34299	3076	150401	6865	118047	6422	0	211	118047	6422	112110	6303	5937	1417	32354	3043	240490	8099	192775	7886	265	260	192510	7913	186311	7941	6199	1254	47715	3529	621950	9538	536327	10142	232	189	536095	10147	520138	9968	15957	2099	85623	4035
310M400US42700	Sebring, FL Metro Area	42414	1332	5290	1550	3908	1369	0	229	3908	1369	3559	1373	349	378	1382	627	16853	2511	12407	2210	0	229	12407	2210	11125	2210	1282	658	4446	1077	13430	2077	8512	1437	0	229	8512	1437	7849	1292	663	438	4918	1483	6841	1927	5244	1709	0	229	5244	1709	5200	1702	44	77	1597	697
310M400US14540	Bowling Green, KY Metro Area	86515	1971	9661	1851	6008	1377	0	197	6008	1377	5756	1354	252	259	3653	1059	28017	2759	18728	2395	0	197	18728	2395	17907	2151	821	518	9289	1592	26497	2515	20296	2347	0	197	20296	2347	19765	2248	531	356	6201	1523	22340	1920	18829	1758	0	197	18829	1758	18616	1796	213	197	3511	890
310M400US40080	Richmond-Berea, KY Micro Area	53097	1371	4662	1089	2257	735	0	197	2257	735	2061	691	196	227	2405	702	16480	1901	11721	1613	0	197	11721	1613	11434	1620	287	272	4759	927	16494	1614	12019	1492	0	197	12019	1492	11773	1470	246	235	4475	1069	15461	1561	13563	1535	79	134	13484	1523	13159	1514	325	215	1898	631
310M400US17980	Columbus, GA-AL Metro Area	157764	1781	17666	2632	8215	1663	50	84	8165	1679	6300	1436	1865	975	9451	1706	42828	3187	28880	2870	1032	586	27848	2837	26308	2917	1540	696	13948	2062	61564	4019	46173	3482	2804	907	43369	3592	40640	3678	2729	1065	15391	1971	35706	2601	28933	2391	2071	730	26862	2346	25883	2354	979	514	6773	1526
310M400US10700	Albertville, AL Micro Area	47824	635	8029	1324	5041	1152	0	201	5041	1152	4640	1107	401	359	2988	983	13726	1883	9326	1654	38	59	9288	1651	8454	1694	834	654	4400	1196	15233	1902	11848	1813	0	201	11848	1813	11701	1803	147	151	3385	796	10836	1781	8658	1420	11	19	8647	1420	8327	1419	320	271	2178	810
310M400US12700	Barnstable Town, MA Metro Area	101143	1075	5431	1457	4021	1335	0	211	4021	1335	3807	1278	214	218	1410	724	25231	2534	19675	2220	0	211	19675	2220	18262	1960	1413	907	5556	1342	31680	2536	26168	2293	0	211	26168	2293	25636	2288	532	357	5512	1168	38801	2644	32845	2560	140	110	32705	2570	31887	2720	818	617	5956	1236
310M400US13780	Binghamton, NY Metro Area	117640	1190	10362	1616	5093	1176	0	201	5093	1176	4618	1172	475	421	5269	1084	36752	2692	25334	2127	0	201	25334	2127	23886	2141	1448	622	11418	1645	35651	3001	28896	2550	0	201	28896	2550	27331	2640	1565	739	6755	1310	34875	2991	30029	2818	0	201	30029	2818	29008	2764	1021	441	4846	980
310M400US23180	Frankfort, KY Micro Area	38261	1495	4047	1024	1754	697	0	197	1754	697	1232	562	522	421	2293	689	10494	1584	7741	1287	0	197	7741	1287	6874	1182	867	521	2753	682	13277	1761	11430	1609	0	197	11430	1609	10731	1668	699	488	1847	601	10443	1730	9115	1648	0	197	9115	1648	9020	1670	95	154	1328	461
310M400US24540	Greeley, CO Metro Area	164394	625	18123	2546	12401	2005	0	204	12401	2005	11457	1925	944	563	5722	1308	44882	3327	34782	3057	45	75	34737	3056	33261	3013	1476	711	10100	2085	55199	3183	44930	3063	44	77	44886	3055	43689	2967	1197	545	10269	1524	46190	3222	40952	3188	106	128	40846	3180	39368	3057	1478	675	5238	838
310M400US36780	Oshkosh-Neenah, WI Metro Area	87952	784	6810	1419	3727	1263	0	151	3727	1263	3387	1232	340	301	3083	802	26224	2039	20132	1921	0	151	20132	1921	19444	1912	688	377	6092	1195	31958	2632	26582	2407	0	151	26582	2407	25885	2320	697	426	5376	979	22960	2102	20584	2029	0	151	20584	2029	20385	2016	199	200	2376	529
310M400US43420	Sierra Vista-Douglas, AZ Metro Area	60166	614	6914	1584	3521	1450	0	211	3521	1450	3320	1460	201	152	3393	1039	14843	1922	8703	1669	478	308	8225	1578	7507	1491	718	389	6140	986	26501	2079	17923	2234	820	410	17103	2238	16495	2170	608	352	8578	1514	11908	1638	8583	1518	751	397	7832	1453	7579	1428	253	275	3325	914
310M400US44700	Stockton-Lodi, CA Metro Area	379780	682	73049	5003	46629	3837	0	211	46629	3837	42971	3748	3658	1146	26420	2311	121526	5659	90387	5051	117	200	90270	5047	84585	5148	5685	1286	31139	2709	118176	4800	88998	4238	51	84	88947	4212	84844	4141	4103	1071	29178	2662	67029	4266	56633	4132	104	177	56529	4122	55085	4038	1444	662	10396	1474
310M400US24260	Grand Island, NE Metro Area	41314	1046	4479	1246	2957	1114	0	161	2957	1114	2838	1089	119	150	1522	709	11371	1638	8727	1371	0	161	8727	1371	8213	1283	514	402	2644	690	15401	1340	12775	1259	0	161	12775	1259	12742	1253	33	56	2626	667	10063	1513	9174	1427	0	161	9174	1427	9001	1400	173	181	889	441
310M400US31340	Lynchburg, VA Metro Area	127194	2286	9771	1823	5424	1354	0	206	5424	1354	4829	1255	595	442	4347	1226	40027	2873	27872	2400	31	58	27841	2394	26135	2353	1706	735	12155	1679	41111	3061	31873	2755	50	86	31823	2747	30598	2627	1225	587	9238	1357	36285	2778	31228	2650	0	206	31228	2650	30487	2607	741	503	5057	1014
310M400US11020	Altoona, PA Metro Area	62880	745	3978	899	2241	795	0	177	2241	795	2041	774	200	215	1737	477	27356	1827	21747	1923	0	177	21747	1923	20801	1774	946	636	5609	1096	18320	2054	14565	1870	63	109	14502	1870	14105	1818	397	376	3755	923	13226	1774	11726	1671	0	177	11726	1671	11557	1660	169	151	1500	605
310M400US28900	Klamath Falls, OR Micro Area	32326	761	4223	1006	2334	771	0	207	2334	771	1408	627	926	525	1889	664	10312	1584	6825	1100	0	207	6825	1100	6721	1111	104	118	3487	1082	11450	1320	8198	1166	172	166	8026	1171	7277	1118	749	539	3252	808	6341	1160	4452	909	50	87	4402	872	4359	873	43	71	1889	661
310M400US47220	Vineland-Bridgeton, NJ Metro Area	79681	775	15063	2266	7762	1717	0	210	7762	1717	6691	1374	1071	765	7301	1919	28721	2696	19742	2794	0	210	19742	2794	17811	2503	1931	1253	8979	1940	22642	2659	15669	2152	85	140	15584	2142	15062	2112	522	421	6973	1531	13255	1927	10585	1687	0	210	10585	1687	10408	1628	177	194	2670	838
310M400US13980	Blacksburg-Christiansburg-Radford, VA Metro Area	82388	2479	6338	1794	2483	849	0	206	2483	849	2082	732	401	487	3855	1421	18701	2792	13641	2147	0	206	13641	2147	13155	2077	486	312	5060	1362	26810	3215	19232	2665	0	206	19232	2665	18683	2637	549	497	7578	1749	30539	2954	24636	2791	73	128	24563	2788	24219	2804	344	310	5903	1566
310M400US15380	Buffalo-Cheektowaga-Niagara Falls, NY Metro Area	595096	876	42877	3707	21787	2797	0	201	21787	2797	20010	2486	1777	864	21090	2435	146700	5770	102005	5118	45	75	101960	5114	97828	4910	4132	1046	44695	3176	188304	5358	148842	5675	78	73	148764	5670	142946	5407	5818	1308	39462	3255	217215	5935	192761	5734	472	381	192289	5713	187322	5556	4967	1211	24454	2570
310M400US18980	Cullman, AL Micro Area	42778	373	7523	1638	3570	983	0	201	3570	983	3219	962	351	268	3953	1237	11503	1470	7475	1264	0	201	7475	1264	7121	1264	354	350	4028	875	18551	2266	14100	1894	0	201	14100	1894	13678	2004	422	443	4451	1244	5201	1160	4776	1099	0	201	4776	1099	4721	1099	55	85	425	329
310M400US26090	Holland, MI Micro Area	60243	564	5245	937	2956	771	0	172	2956	771	2777	763	179	167	2289	777	19361	1443	14684	1390	0	172	14684	1390	14357	1359	327	234	4677	992	20740	1599	16337	1508	0	172	16337	1508	15981	1498	356	272	4403	938	14897	1842	13369	1736	0	172	13369	1736	13154	1705	215	217	1528	471
310M400US28020	Kalamazoo-Portage, MI Metro Area	164363	1034	12330	1517	7674	1113	0	172	7674	1113	6319	1009	1355	472	4656	1075	38208	3024	27029	2148	0	172	27029	2148	25348	2030	1681	803	11179	1824	55483	3136	44589	2886	164	213	44425	2871	42627	2953	1798	672	10894	1611	58342	3425	51007	3186	0	172	51007	3186	50358	3162	649	334	7335	1244
310M400US36660	Opelousas, LA Micro Area	39930	680	8287	1835	4458	1476	0	217	4458	1476	4337	1471	121	170	3829	1209	17946	1778	10612	1567	0	217	10612	1567	9813	1505	799	567	7334	1384	8815	1553	6313	1367	0	217	6313	1367	5765	1398	548	545	2502	859	4882	1127	4214	1076	0	217	4214	1076	4134	1079	80	127	668	353
310M400US37260	Palatka, FL Micro Area	35090	1488	5082	1372	2764	1011	0	229	2764	1011	2395	953	369	423	2318	878	15414	1993	10233	1778	0	229	10233	1778	9339	1849	894	570	5181	1087	10651	1883	6955	1545	0	229	6955	1545	6395	1471	560	375	3696	1195	3943	1144	2557	910	0	229	2557	910	2447	884	110	117	1386	770
310M400US37860	Pensacola-Ferry Pass-Brent, FL Metro Area	258111	1589	17603	2237	8668	1405	0	229	8668	1405	7799	1407	869	639	8935	1588	68375	5324	47012	4544	177	179	46835	4525	43847	4594	2988	1348	21363	2482	98847	5016	73581	4871	1660	757	71921	4836	69904	4881	2017	810	25266	3032	73286	4809	60496	4606	3298	1114	57198	4428	55166	4177	2032	849	12790	1678
310M400US38300	Pittsburgh, PA Metro Area	1230041	1625	52733	3790	27319	2469	0	177	27319	2469	24971	2389	2348	714	25414	2509	342356	8823	249189	8073	252	227	248937	8036	234650	8088	14287	2083	93167	4821	344666	8379	281172	7933	310	336	280862	7882	271643	7935	9219	1513	63494	3265	490286	8074	432131	7995	427	370	431704	7997	422170	8034	9534	1344	58155	3129
310M400US38860	Portland-South Portland, ME Metro Area	290310	1151	11420	2046	7223	1696	0	170	7223	1696	6984	1678	239	222	4197	1230	68151	4100	54746	3668	55	66	54691	3664	52798	3624	1893	682	13405	2128	86659	4094	72286	3961	573	399	71713	3933	70779	3905	934	596	14373	1957	124080	4648	109633	4258	129	170	109504	4307	108038	4310	1466	543	14447	2187
310M400US46340	Tyler, TX Metro Area	113321	1194	15988	2440	9478	1749	0	228	9478	1749	8774	1725	704	553	6510	1968	26521	3503	20914	3197	0	228	20914	3197	19592	3070	1322	899	5607	1401	38898	3376	31301	3272	301	309	31000	3285	29192	3190	1808	971	7597	1883	31914	3465	25925	3495	0	228	25925	3495	25040	3471	885	598	5989	1586
310M400US37620	Parkersburg-Vienna, WV Metro Area	47461	1258	4417	1012	1814	840	0	201	1814	840	1569	795	245	259	2603	750	15798	1865	10759	1866	0	201	10759	1866	10283	1835	476	463	5039	1175	17323	2096	13383	2021	0	201	13383	2021	13062	1964	321	308	3940	1133	9923	1550	8103	1300	0	201	8103	1300	7942	1249	161	169	1820	578
310M400US47020	Victoria, TX Metro Area	48836	1075	5871	1244	4363	1132	0	228	4363	1132	4268	1115	95	124	1508	707	15633	1918	11616	1587	0	228	11616	1587	10927	1587	689	569	4017	1216	16954	2099	13736	1864	0	228	13736	1864	12930	1748	806	481	3218	840	10378	1530	8136	1451	0	228	8136	1451	7511	1391	625	434	2242	713
310M400US29340	Lake Charles, LA Metro Area	108782	1509	11272	2297	6021	1618	0	217	6021	1618	5777	1627	244	260	5251	1279	37454	3441	25303	2677	0	217	25303	2677	23428	2655	1875	928	12151	2694	36604	2893	28441	2785	0	217	28441	2785	27774	2732	667	541	8163	1641	23452	2281	19629	2236	0	217	19629	2236	19552	2232	77	92	3823	1111
310M400US19260	Danville, VA Micro Area	50482	1021	7127	1249	3614	892	0	206	3614	892	3190	756	424	341	3513	767	17379	1713	10579	1805	0	206	10579	1805	9442	1649	1137	533	6800	1242	17762	1659	13905	1663	0	206	13905	1663	13376	1599	529	429	3857	958	8214	1563	6367	1413	64	137	6303	1406	6115	1356	188	198	1847	613
310M400US28100	Kankakee, IL Metro Area	54380	706	6486	1373	3322	943	0	190	3322	943	3134	934	188	182	3164	994	17290	1878	11816	1658	0	190	11816	1658	11583	1633	233	158	5474	1259	18887	2090	15183	2069	0	190	15183	2069	14534	2049	649	387	3704	803	11717	1690	10563	1629	0	190	10563	1629	10553	1628	10	14	1154	399
310M400US31940	Marinette, WI-MI Micro Area	32519	321	2387	497	1262	385	0	198	1262	385	1232	381	30	38	1125	350	14173	1067	10740	1084	0	198	10740	1084	10471	1068	269	164	3433	602	10579	943	8510	935	0	198	8510	935	8237	957	273	172	2069	494	5380	777	4518	717	0	198	4518	717	4416	703	102	89	862	351
310M400US35380	New Orleans-Metairie, LA Metro Area	684609	2615	78154	5373	43896	4025	0	217	43896	4025	36970	3661	6926	1771	34258	2922	185922	9241	127304	7954	608	449	126696	7911	118519	7571	8177	1586	58618	4363	204960	7902	161053	6687	1511	705	159542	6715	151431	6894	8111	1646	43907	3902	215573	6864	186332	6659	860	462	185472	6586	180565	6451	4907	1247	29241	2863
310M400US37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	3254813	2213	248692	9402	138121	7616	0	198	138121	7616	124070	7382	14051	2664	110571	6764	892817	15412	649806	12951	1089	476	648717	12959	601574	12583	47143	4516	243011	9222	801035	13674	655690	12355	3352	802	652338	12370	618505	11904	33833	3873	145345	7407	1312269	16279	1162251	14515	2737	777	1159514	14396	1127880	14795	31634	3374	150018	5914
310M400US38340	Pittsfield, MA Metro Area	63857	967	4099	1214	2308	1049	0	211	2308	1049	2254	1048	54	92	1791	682	17897	1879	13648	1610	0	211	13648	1610	13065	1636	583	378	4249	926	20280	1851	15318	1595	140	166	15178	1602	14674	1627	504	360	4962	1227	21581	2039	19351	1901	0	211	19351	1901	18481	1946	870	510	2230	573
310M400US45860	Torrington, CT Micro Area	96585	702	4824	1152	3448	983	0	207	3448	983	2874	960	574	392	1376	603	29531	2156	22504	1855	0	207	22504	1855	21684	1892	820	422	7027	1270	29012	2286	24183	2351	0	207	24183	2351	23000	2253	1183	697	4829	1057	33218	2453	29387	2457	0	207	29387	2457	28728	2447	659	353	3831	898
310M400US48020	Watertown-Fort Atkinson, WI Micro Area	44505	508	3021	987	2347	867	0	151	2347	867	2265	855	82	77	674	352	15252	1900	12381	1586	0	151	12381	1586	11998	1593	383	247	2871	890	12957	1438	11614	1369	0	151	11614	1369	11222	1323	392	322	1343	441	13275	1527	12049	1431	61	79	11988	1439	11964	1443	24	41	1226	366
310M400US16620	Charleston, WV Metro Area	109690	1664	11061	2097	3921	1532	0	201	3921	1532	3003	1149	918	786	7140	1427	38747	2773	21311	2450	36	60	21275	2453	20099	2387	1176	648	17436	2180	33958	2696	25139	2602	0	201	25139	2602	23560	2687	1579	727	8819	1435	25924	2576	22555	2387	49	62	22506	2388	22466	2384	40	65	3369	873
310M400US13460	Bend-Redmond, OR Metro Area	102152	998	9089	2103	6955	1840	0	207	6955	1840	6895	1818	60	105	2134	1136	17766	2512	11914	2169	0	207	11914	2169	11590	2157	324	345	5852	1577	39591	3309	30804	3049	0	207	30804	3049	29223	3073	1581	798	8787	1647	35706	3145	30688	3134	85	137	30603	3145	30014	3211	589	351	5018	1108
310M400US14740	Bremerton-Silverdale, WA Metro Area	140712	1129	7059	1484	4622	1340	0	204	4622	1340	4350	1337	272	199	2437	669	31031	2649	22527	2120	1125	583	21402	2064	19973	1986	1429	468	8504	1669	57777	3313	44257	2915	4137	998	40120	2639	38968	2640	1152	497	13520	1956	44845	2730	36531	2343	1730	652	34801	2252	33870	2308	931	493	8314	1586
310M400US16740	Charlotte-Concord-Gastonia, NC-SC Metro Area	1390156	2908	136266	6697	88622	5272	0	198	88622	5272	82974	4827	5648	1510	47644	4299	298081	9810	224649	8368	92	110	224557	8352	214692	8541	9865	1818	73432	4318	420174	10306	341736	9506	574	451	341162	9542	327808	9563	13354	2230	78438	4692	535635	10804	467866	10314	360	349	467506	10293	459975	9957	7531	1442	67769	3813
310M400US31300	Lumberton, NC Micro Area	65881	435	13848	1663	7104	1271	0	210	7104	1271	6816	1264	288	330	6744	1217	18893	1608	11718	1397	70	117	11648	1384	11283	1377	365	190	7175	1174	23763	1596	17005	1391	0	210	17005	1391	16062	1341	943	480	6758	1083	9377	1221	7601	1106	0	210	7601	1106	7495	1094	106	108	1776	527
310M400US33780	Monroe, MI Metro Area	78819	736	4727	1087	2328	807	0	172	2328	807	1942	760	386	340	2399	774	23866	1953	17039	1644	0	172	17039	1644	15668	1605	1371	1047	6827	1139	31610	1919	24346	1760	0	172	24346	1760	24000	1800	346	220	7264	1239	18616	1852	16814	1787	0	172	16814	1787	16672	1810	142	164	1802	563
310M400US35620	New York-Newark-Jersey City, NY-NJ-PA Metro Area	10820650	3352	1183224	19571	744964	15294	296	325	744668	15322	692098	14468	52570	4290	438260	10778	2476480	25529	1849867	22583	1336	663	1848531	22646	1755249	22068	93282	6954	626613	14732	2412346	28002	1945149	25720	2139	781	1943010	25620	1852890	25678	90120	4954	467197	11944	4748600	26697	4171101	28110	1878	546	4169223	28137	4050050	26628	119173	6259	577499	13574
310M400US40260	Roanoke Rapids, NC Micro Area	35600	1319	4170	961	1655	620	0	210	1655	620	1609	615	46	78	2515	762	15254	1851	9451	1604	0	210	9451	1604	8890	1576	561	373	5803	1403	11297	1615	8038	1519	0	210	8038	1519	7718	1545	320	235	3259	861	4879	1083	4243	1024	0	210	4243	1024	4243	1024	0	210	636	330
310M400US42340	Savannah, GA Metro Area	206013	1614	17139	2620	11405	2455	0	226	11405	2455	10434	2384	971	685	5734	1144	55463	4943	40533	4341	181	211	40352	4282	37441	4246	2911	1144	14930	2138	69641	4565	55551	4591	791	389	54760	4620	51801	4643	2959	1560	14090	2196	63770	4703	57210	4500	896	535	56314	4572	54784	4529	1530	715	6560	1377
310M400US45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1650328	1885	153623	8032	91563	6616	0	229	91563	6616	84815	6249	6748	1654	62060	4593	462949	12204	332641	11411	256	223	332385	11410	315036	11713	17349	2573	130308	7298	498989	10483	389778	10279	1617	615	388161	10327	371036	9929	17125	3122	109211	5137	534767	10998	451464	10811	2236	665	449228	10884	436818	10379	12410	2032	83303	4381
